WAVE,FLUX,ERR,SKYBACK
3649.7087,1.9256161E-16,5.1107917E-18,4.7101136E-18
3655.2336,1.955323E-16,5.09493E-18,5.0133647E-18
3660.7588,1.8658744E-16,5.1639244E-18,-6.703993E-20
3666.2837,1.9147185E-16,5.1285777E-18,-1.8129417E-18
3671.8088,1.7223264E-16,4.715412E-18,4.837578E-18
3677.3337,1.7758224E-16,4.7079766E-18,4.120891E-18
3682.859,1.7801091E-16,4.6709495E-18,6.0237468E-18
3688.3838,1.786768E-16,4.5915704E-18,2.2724877E-18
3693.9087,1.812182E-16,4.6226306E-18,9.196449E-18
3699.4338,1.7663824E-16,4.560661E-18,1.2398134E-17
3704.9587,1.7133182E-16,4.42099E-18,6.343046E-18
3710.484,1.6718596E-16,4.324951E-18,4.0649016E-18
3716.0088,1.8057579E-16,4.4146133E-18,6.7988555E-18
3721.534,1.6970077E-16,4.2875687E-18,7.94757E-18
3727.0588,1.7750174E-16,4.3539603E-18,1.32681664E-17
3732.5837,1.7944034E-16,4.3456417E-18,1.5688734E-17
3738.109,1.719114E-16,4.2229684E-18,1.2337905E-17
3743.6338,1.7788846E-16,4.197855E-18,7.690082E-18
3749.159,1.8668646E-16,4.208752E-18,4.3151266E-18
3754.6838,1.8411574E-16,4.1525753E-18,4.5140065E-18
3760.209,1.8439508E-16,4.115756E-18,4.00615E-18
3765.734,1.762593E-16,4.0410168E-18,7.644216E-18
3771.2588,1.7281995E-16,3.9854108E-18,8.335856E-18
3776.784,1.7970519E-16,3.980474E-18,4.757855E-18
3782.3088,1.7974615E-16,3.9497473E-18,4.5732843E-18
3787.834,1.8531687E-16,3.9858016E-18,7.892671E-18
3793.359,1.8027353E-16,3.895727E-18,5.2671817E-18
3798.884,1.8673037E-16,3.910162E-18,3.7255264E-18
3804.409,1.9162953E-16,3.93981E-18,6.670827E-18
3809.934,1.8541089E-16,3.8751766E-18,8.334097E-18
3815.459,1.8487918E-16,3.8555414E-18,9.859945E-18
3820.984,1.9577054E-16,3.914101E-18,1.058254E-17
3826.509,1.9608393E-16,3.9102614E-18,1.36022275E-17
3832.034,1.9117778E-16,3.8584563E-18,1.5338544E-17
3837.559,1.8758971E-16,3.7777326E-18,1.0854309E-17
3843.084,1.9445486E-16,3.803701E-18,1.0625262E-17
3848.6091,1.8480159E-16,3.6800103E-18,6.5422575E-18
3854.134,1.8422982E-16,3.6689497E-18,9.1942846E-18
3859.659,1.8569074E-16,3.648153E-18,7.567342E-18
3865.184,1.875672E-16,3.6314954E-18,6.3914922E-18
3870.709,1.8828047E-16,3.6104176E-18,5.453134E-18
3876.2341,1.8429036E-16,3.5364366E-18,2.0663381E-18
3881.759,1.9544081E-16,3.60222E-18,2.5003738E-18
3887.2842,1.933226E-16,3.561685E-18,1.8093575E-18
3892.809,1.8981619E-16,3.549088E-18,6.6511657E-18
3898.334,1.804574E-16,3.4827385E-18,1.00612484E-17
3903.8591,1.8348205E-16,3.496951E-18,1.15781835E-17
3909.384,1.8684832E-16,3.4985852E-18,1.0629911E-17
3914.9092,1.9126183E-16,3.484943E-18,6.416125E-18
3920.434,1.8203543E-16,3.409351E-18,7.4504695E-18
3925.9592,1.8452647E-16,3.4017108E-18,5.973878E-18
3931.4841,1.9247052E-16,3.4399898E-18,5.9421193E-18
3937.0093,1.8544106E-16,3.3856457E-18,7.451467E-18
3942.5342,1.8402707E-16,3.382758E-18,1.0698442E-17
3948.059,1.9445858E-16,3.4054056E-18,5.044146E-18
3953.5842,1.9738396E-16,3.4248015E-18,7.655049E-18
3959.1091,1.9507825E-16,3.3725293E-18,5.918852E-18
3964.6343,1.9312265E-16,3.3406804E-18,5.0625228E-18
3970.1592,1.8460364E-16,3.2740363E-18,5.8896703E-18
3975.6843,1.9326822E-16,3.32843E-18,7.463461E-18
3981.2092,1.9981436E-16,3.3802663E-18,1.0653681E-17
3986.7341,1.9538153E-16,3.332288E-18,1.0157626E-17
3992.2593,1.971405E-16,3.3355072E-18,1.07337785E-17
3997.7842,1.9606301E-16,3.3102513E-18,1.00605205E-17
4003.3093,1.9277791E-16,3.2874885E-18,1.13307606E-17
4008.8342,1.9180632E-16,3.2873843E-18,1.4260589E-17
4014.3594,1.9211313E-16,3.2784631E-18,1.4573553E-17
4019.8843,1.9524446E-16,3.269032E-18,1.1513441E-17
4025.4092,1.9887125E-16,3.2751985E-18,1.0340345E-17
4030.9343,1.9697108E-16,3.26317E-18,1.19599886E-17
4036.4592,1.923054E-16,3.2167594E-18,1.0992391E-17
4041.9844,1.9929202E-16,3.2510785E-18,1.0861101E-17
4047.5093,2.0008618E-16,3.270445E-18,1.5233871E-17
4053.0344,1.9975451E-16,3.2627074E-18,1.5880182E-17
4058.5593,2.0155555E-16,3.257315E-18,1.473934E-17
4064.0845,2.016507E-16,3.247546E-18,1.4403097E-17
4069.6094,2.0354538E-16,3.2432348E-18,1.3115326E-17
4075.1343,2.0596566E-16,3.2614753E-18,1.5211565E-17
4080.6594,1.9819163E-16,3.1937485E-18,1.3588812E-17
4086.1843,1.99867E-16,3.2121927E-18,1.6320227E-17
4091.7095,2.039773E-16,3.2055749E-18,1.22484025E-17
4097.2344,2.006138E-16,3.1744671E-18,1.1615362E-17
4102.7593,2.0638627E-16,3.1976997E-18,1.09309205E-17
4108.2847,1.9966895E-16,3.1432185E-18,1.0166319E-17
4113.8096,1.976107E-16,3.1267384E-18,1.0614977E-17
4119.3345,2.0108881E-16,3.1441863E-18,1.11383724E-17
4124.8594,2.0482996E-16,3.1618239E-18,1.14708204E-17
4130.3843,2.0688784E-16,3.1819097E-18,1.3926587E-17
4135.9097,2.0040867E-16,3.127945E-18,1.2624751E-17
4141.4346,2.0087159E-16,3.1208255E-18,1.2214188E-17
4146.9595,1.9998276E-16,3.107084E-18,1.1943321E-17
4152.4844,2.000239E-16,3.1118417E-18,1.3633766E-17
4158.0093,1.976986E-16,3.088587E-18,1.2961576E-17
4163.5347,2.0321169E-16,3.1243327E-18,1.4304964E-17
4169.0596,2.0043967E-16,3.109512E-18,1.5663507E-17
4174.5845,2.0092455E-16,3.1122644E-18,1.6635495E-17
4180.1094,2.0197061E-16,3.092974E-18,1.2980901E-17
4185.635,2.004434E-16,3.0761881E-18,1.2701429E-17
4191.1597,1.9862305E-16,3.053805E-18,1.1917058E-17
4196.6846,1.9562784E-16,3.0268768E-18,9.29069E-18
4202.2095,1.9679859E-16,3.0357944E-18,1.0490283E-17
4207.7344,1.971649E-16,3.0333598E-18,1.0566745E-17
4213.26,2.0029155E-16,3.035729E-18,8.406528E-18
4218.7847,1.9101551E-16,2.981743E-18,9.834089E-18
4224.3096,1.9553629E-16,2.997434E-18,8.955102E-18
4229.8345,1.952633E-16,3.0016426E-18,1.0296335E-17
4235.36,1.9296299E-16,2.976813E-18,9.368037E-18
4240.885,1.8085768E-16,2.911137E-18,1.19705955E-17
4246.4097,1.8617608E-16,2.9373566E-18,1.1331566E-17
4251.9346,1.925987E-16,2.9689212E-18,1.0635871E-17
4257.4595,1.8479768E-16,2.930011E-18,1.2925574E-17
4262.985,1.8707809E-16,2.9392765E-18,1.2762982E-17
4268.51,1.8633957E-16,2.9136792E-18,9.6246435E-18
4274.0347,1.8639043E-16,2.9205791E-18,1.14526556E-17
4279.5596,1.8974704E-16,2.9256733E-18,9.3946236E-18
4285.0845,1.8143114E-16,2.8793648E-18,1.1048145E-17
4290.61,1.8494341E-16,2.8894019E-18,9.591126E-18
4296.135,1.7920552E-16,2.8606E-18,1.12881285E-17
4301.6597,1.8602575E-16,2.8816239E-18,8.078539E-18
4307.1846,1.8640147E-16,2.8837386E-18,8.554747E-18
