# 
# FILTER  = 'clear'                                                             
# EXPTIME = 220                                                                 
# OBJECT  = 'Gaia16apd'                                                         
# TARGNAME= 'Gaia16apd'                                                         
# ROTPOSN = 22.999822                                                           
# DICHNAME= 560                                                                 
# GRISNAME= '400/3400'           /                                                
# GRANAME = '400/8500'           /                                                
# BLUFILT = 'clear   '           /                                                
# REDFILT = 'Clear   '           /                                                
# SLITNAME= 'long_1.0'                                                          
# INSTRUME= 'LRIS+LRISBLUE'      /                                                
# TELESCOP= 'Keck I'                                                            
# DATE    = '2016-06-07T08:07:18'                                               
# UTC     = '08:03:35.02'                                                       
# MJD-OBS = 57546.335822                                                        
# JD      = 2457546.8                                                           
# JDMID   = 2457546.8                                                           
# DATE_BEG= '2016-06-07T08:03:34'                                               
# DATE_END= '2016-06-07T08:07:14'                                               
# AZ      = -44.6289270000                                                      
# EL      = 48.4570900000                                                       
# RA      = '12:02:51.56'                                                       
# DEC     = '+44:15:25.5'                                                       
# EQUINOX = 2000.0000                                                           
# AIRMASS = 1.33510440000                                                       
# SUNELEV = -36.343871                                                          
# MOONELEV= -15.602749                                                          
# MOONDIST= 65.423274                                                           
# SLITPA  = 113.000                                                             
# ROTPPOSN= -90.244412                                                          
# DICHSEQF= 'raw/b160607_0004.fits'                                             
# DOMEPOSN= 315.46635                                                           
# LAMPS   = '0,0,0,0,0,0,0,0,0,0'                                               
# WINDOW  = '1,0,0,1024,2048'                                                   
# PANE    = '0,0,4096,4096'                                                     
# NAXIS1  = 2048                                                                
# NAXIS2  = 296                                                                 
# LTV1    = -0.0000000                                                          
# LTV2    = -1024.0000                                                          
# XBIN    = 2                                                                   
# YBIN    = 2                                                                   
# PXSCALE = 0.27140000                                                          
# DISPERSN= 2.18000                                                             
# SATURATE= 60000                                                               
# CWAVE   = 3600.00                                                             
# YEXTRACT= 70.3557                                                             
# APRAD   = 3                                                                   
# APSHARP = 6                                                                   
# NSATURAT=                    0 /                                                
# NWAV    =                 5108 /                                                
# MINWAV  = 1586.1071                                                           
# MAXWAV  = 5762.5838                                                           
# WAVORDER= 6                                                                   
# WAVNUDGE= 0.0000000                                                           
# BAKDIST = 5.25000                                                             
# BAKWIDTH= 12.0000                                                             
# SOLFILE = 'spredux/fpb160607_0014r.sol'                                       
# INFILE0 = 'spredux/ceszfpb160607_0093r.spec'                                  
# TOTALEXP= 220.000                                                             
# INFILEB = 'vcGaia16apd_b400-3400.spec' /                                        
# INFILER = 'vcGaia16apd_r400-8500.spec' /                                        
# RESCALER=       0.944664783995 /                                                
# WAVOVER = '5555.1987-5720.8047' /                                               
# ATCHWAV =        5661.80712891 /                                                
# BLUDBEG = '2016-06-07T08:03:34' /                                               
# REDDBEG = '2016-06-07T08:03:43' /                                               
# BLUDEND = '2016-06-07T08:07:14' /                                               
# REDDEND = '2016-06-07T08:08:03' /                                               
# BLUEXPTM=              220.000 /                                                
# REDEXPTM=              260.000 /                                                
# BLUBIN  = '2,2     '           /                                                
# REDBIN  = '2,1     '           /                                                
# BLUAPRAD=                    3 /                                                
# REDAPRAD=                    4 /                                                
# BLUBKDST=              5.25000 /                                                
# REDBKDST=              7.00000 /                                                
# BLUBKWID=              12.0000 /                                                
# BLUARCF = 'fpb160607_0014r.fits' /                                              
# REDARCF = 'fpr160607_0091r.fits' /                                              
# BLUCWAV =        3552.40280000 /                                                
# REDCWAV =        7836.41110000 /                                                
# BLUDISP =              2.18000 /                                                
# REDDISP =              1.16000 /                                                
# BLUSOL  = 'fpb160607_0014r.sol' /                                               
# REDSOL  = 'fpr160607_0091r.sol' /                                               
# BLUFCAL1= 'eszfpb160607_0091r.spec' /                                           
# REDFCAL1= 'eszfpr160607_0090r.spec' /                                           
# BLUFAIR1=              1.12924 /                                                
# REDFAIR1=              1.12990 /                                                
# BLUFNAM1= 'Feige67 '           /                                                
# REDFNAM1= 'Feige67 '           /                                                
# INFILEB6= 'spredux/ceszfpb160607_0093r.spec' /                                  
# RFLTSEQF= 'raw/r160607_0090.fits' /                                             
# GRATSEQF= 'raw/r160607_0090.fits' /                                             
# GRANSEQF= 'raw/r160607_0090.fits' /                                             
# WAVELEN =        7828.52640000 /                                                
# INFILER7= 'spredux/ceszfpr160607_0092r.spec' /                                  
# END                                                                             
# wavelength     flux         sky_flux     flux_unc     xpixel  ypixel  response
  3074.2422  2.20385e-15  1.43871e-16  1.92194e-16  786        68.859  3.72968e+14
  3076.1711  1.98626e-15  2.68091e-16  1.83137e-16  787        68.864  3.92856e+14
  3078.1008  2.17573e-15  1.27611e-16  1.78232e-16  788        68.870  4.13376e+14
  3080.0315  1.91684e-15  1.83953e-16  1.67214e-16  789        68.875  4.34531e+14
  3081.9629  1.74695e-15  2.33856e-16  1.58717e-16  790        68.880  4.56315e+14
  3083.8955  1.65901e-15  2.94162e-16  1.52979e-16  791        68.886  4.78733e+14
  3085.8286  1.62875e-15  2.16992e-16  1.45495e-16  792        68.891  5.01771e+14
  3087.7627  1.73487e-15  2.05088e-16  1.43470e-16  793        68.896  5.25433e+14
  3089.6975  1.63452e-15  1.85260e-16  1.36264e-16  794        68.902  5.49708e+14
  3091.6333  1.66287e-15  1.33988e-16  1.31768e-16  795        68.907  5.74596e+14
  3093.5698  1.69602e-15  1.78053e-16  1.29955e-16  796        68.913  6.00087e+14
  3095.5071  2.01347e-15  1.17461e-16  1.32425e-16  797        68.918  6.26172e+14
  3097.4453  2.08182e-15  1.63307e-16  1.31531e-16  798        68.924  6.52849e+14
  3099.3845  2.03804e-15  1.52470e-16  1.27036e-16  799        68.929  6.80109e+14
  3101.3245  2.13066e-15  1.42400e-16  1.25685e-16  800        68.935  7.07940e+14
  3103.2649  1.84537e-15  1.83213e-16  1.17454e-16  801        68.940  7.36328e+14
  3105.2065  2.14837e-15  1.97567e-16  1.21335e-16  802        68.946  7.65274e+14
  3107.1489  2.04739e-15  1.05779e-16  1.14656e-16  803        68.951  7.94762e+14
  3109.0920  2.04749e-15  1.00439e-16  1.11993e-16  804        68.957  8.24780e+14
  3111.0359  1.89696e-15  1.28976e-16  1.07061e-16  805        68.962  8.55317e+14
  3112.9807  2.08666e-15  1.36009e-16  1.08707e-16  806        68.968  8.86366e+14
  3114.9263  1.98833e-15  1.15129e-16  1.04126e-16  807        68.973  9.17910e+14
  3116.8728  2.06855e-15  1.48927e-16  1.04215e-16  808        68.979  9.49943e+14
  3118.8198  2.03398e-15  1.16808e-16  1.00895e-16  809        68.984  9.82444e+14
  3120.7678  2.03926e-15  1.00206e-16  9.87310e-17  810        68.990  1.01541e+15
  3122.7166  2.06887e-15  9.67992e-17  9.73522e-17  811        68.996  1.04882e+15
  3124.6660  2.06567e-15  1.14594e-16  9.58232e-17  812        69.001  1.08267e+15
  3126.6165  2.08195e-15  8.68216e-17  9.38888e-17  813        69.007  1.11694e+15
  3128.5676  2.12549e-15  9.34243e-17  9.31231e-17  814        69.013  1.15162e+15
  3130.5195  2.00529e-15  9.54995e-17  8.94376e-17  815        69.018  1.18670e+15
  3132.4722  2.14652e-15  1.15889e-16  9.07274e-17  816        69.024  1.22217e+15
  3134.4258  2.08919e-15  1.18772e-16  8.83133e-17  817        69.030  1.25801e+15
  3136.3799  2.04229e-15  8.40032e-17  8.55029e-17  818        69.035  1.29421e+15
  3138.3350  1.93767e-15  1.28546e-16  8.31258e-17  819        69.041  1.33076e+15
  3140.2908  2.01128e-15  9.53747e-17  8.25139e-17  820        69.047  1.36765e+15
  3142.2473  1.89402e-15  1.37630e-16  8.00053e-17  821        69.052  1.40486e+15
  3144.2046  1.96674e-15  1.17174e-16  7.96752e-17  822        69.058  1.44239e+15
  3146.1628  1.93683e-15  1.61263e-16  7.87427e-17  823        69.064  1.48022e+15
  3148.1216  1.97403e-15  1.31737e-16  7.77400e-17  824        69.070  1.51835e+15
  3150.0813  2.08840e-15  1.36431e-16  7.85181e-17  825        69.075  1.55676e+15
  3152.0417  2.18848e-15  1.62795e-16  7.93600e-17  826        69.081  1.59544e+15
  3154.0027  2.08623e-15  1.28546e-16  7.62561e-17  827        69.087  1.63438e+15
  3155.9646  2.14981e-15  1.44933e-16  7.64471e-17  828        69.092  1.67358e+15
  3157.9272  2.03517e-15  1.00751e-16  7.31012e-17  829        69.098  1.71302e+15
  3159.8906  2.05991e-15  1.05772e-16  7.26182e-17  830        69.104  1.75270e+15
  3161.8550  2.11618e-15  1.13719e-16  7.26552e-17  831        69.110  1.79261e+15
  3163.8196  2.23608e-15  9.89369e-17  7.32690e-17  832        69.116  1.83273e+15
  3165.7854  2.24499e-15  1.27041e-16  7.29117e-17  833        69.122  1.87307e+15
  3167.7517  2.30480e-15  1.10121e-16  7.26471e-17  834        69.127  1.91362e+15
  3169.7188  2.27872e-15  1.07535e-16  7.14274e-17  835        69.133  1.95437e+15
  3171.6868  2.41195e-15  9.24935e-17  7.21939e-17  836        69.139  1.99531e+15
  3173.6553  2.26082e-15  1.17334e-16  6.97333e-17  837        69.145  2.03645e+15
  3175.6245  2.32473e-15  1.01443e-16  6.96059e-17  838        69.151  2.07776e+15
  3177.5945  2.25671e-15  1.02506e-16  6.79880e-17  839        69.157  2.11926e+15
  3179.5652  2.32021e-15  9.98936e-17  6.80610e-17  840        69.163  2.16093e+15
  3181.5366  2.30754e-15  8.40461e-17  6.69924e-17  841        69.169  2.20278e+15
  3183.5088  2.33334e-15  9.02808e-17  6.67167e-17  842        69.174  2.24479e+15
  3185.4817  2.42172e-15  9.30033e-17  6.71819e-17  843        69.180  2.28697e+15
  3187.4556  2.38399e-15  9.92856e-17  6.61359e-17  844        69.186  2.32932e+15
  3189.4297  2.50545e-15  1.01443e-16  6.69858e-17  845        69.192  2.37183e+15
  3191.4048  2.61127e-15  8.80322e-17  6.74324e-17  846        69.198  2.41450e+15
  3193.3806  2.50412e-15  8.58568e-17  6.55288e-17  847        69.204  2.45733e+15
  3195.3569  2.49107e-15  8.50563e-17  6.47618e-17  848        69.210  2.50032e+15
  3197.3342  2.42839e-15  1.03767e-16  6.36602e-17  849        69.216  2.54347e+15
  3199.3120  2.42293e-15  9.13190e-17  6.28801e-17  850        69.222  2.58678e+15
  3201.2905  2.44911e-15  8.81280e-17  6.25880e-17  851        69.228  2.63025e+15
  3203.2700  2.38417e-15  7.73307e-17  6.11704e-17  852        69.234  2.67388e+15
  3205.2498  2.42335e-15  7.85772e-17  6.11050e-17  853        69.240  2.71767e+15
  3207.2305  2.43193e-15  9.50385e-17  6.08676e-17  854        69.246  2.76163e+15
  3209.2119  2.48721e-15  9.44220e-17  6.09647e-17  855        69.252  2.80575e+15
  3211.1938  2.54317e-15  1.12268e-16  6.12659e-17  856        69.258  2.85004e+15
  3213.1765  2.55446e-15  1.33942e-16  6.11196e-17  857        69.264  2.89450e+15
  3215.1599  2.60636e-15  1.28157e-16  6.11151e-17  858        69.270  2.93913e+15
  3217.1440  2.63101e-15  1.34962e-16  6.09572e-17  859        69.276  2.98394e+15
  3219.1289  2.59623e-15  1.22610e-16  5.99887e-17  860        69.282  3.02892e+15
  3221.1143  2.49030e-15  1.28410e-16  5.84767e-17  861        69.288  3.07409e+15
  3223.1003  2.42076e-15  1.10957e-16  5.71087e-17  862        69.294  3.11944e+15
  3225.0872  2.37771e-15  1.16297e-16  5.62734e-17  863        69.300  3.16499e+15
  3227.0747  2.38452e-15  1.16877e-16  5.59262e-17  864        69.307  3.21073e+15
