#fits:2017egm.fits
#Wavelength(Angstroms)  Flux(erg/s/cm2/AA)
5001.2037  1.5324084E-15
5002.837266094546  1.0378882E-15
5004.470832189092  1.7738442E-15
5006.104398283638  9.610896E-16
5007.737964378184  2.830696E-16
5009.37153047273  1.0690803E-15
5011.005096567276  8.650432E-16
5012.638662661822  1.1287392E-16
5014.272228756368  1.10604854E-16
5015.905794850914  6.1449244E-16
5017.53936094546  9.165953E-16
5019.1729270400065  1.2358371E-15
5020.8064931345525  1.1042909E-15
5022.440059229099  4.0955917E-16
5024.073625323645  1.036962E-15
5025.707191418191  1.7752251E-15
5027.340757512737  7.4020113E-16
5028.974323607283  2.8844463E-16
5030.607889701829  9.764883E-16
5032.241455796375  1.3182597E-15
5033.875021890921  5.089098E-16
5035.508587985467  -2.74068E-16
5037.142154080013  8.1588024E-16
5038.775720174559  2.0368092E-16
5040.409286269105  7.1051274E-18
5042.042852363651  6.0749383E-16
5043.676418458197  1.0403534E-15
5045.309984552743  1.6801644E-16
5046.943550647289  9.1545786E-17
5048.577116741835  2.4263455E-16
5050.210682836381  3.8135236E-16
5051.844248930927  1.4196106E-15
5053.477815025473  7.563039E-16
5055.111381120019  2.3264498E-16
5056.744947214565  6.925191E-16
5058.378513309111  5.23065E-16
5060.0120794036575  6.636447E-16
5061.6456454982035  1.2049299E-15
5063.27921159275  1.0033005E-15
5064.912777687296  6.3501144E-16
5066.546343781842  4.744362E-16
5068.179909876388  8.184826E-16
5069.813475970934  4.627338E-16
5071.44704206548  6.227221E-16
5073.080608160026  6.8090157E-16
5074.714174254572  2.0945121E-16
5076.347740349118  -1.4672325E-16
5077.981306443664  3.3545046E-16
5079.61487253821  8.1576494E-16
5081.248438632756  4.273019E-16
5082.882004727302  6.123166E-16
5084.515570821848  5.348673E-16
5086.149136916394  1.600491E-16
5087.78270301094  5.7207774E-16
5089.416269105486  1.0616993E-15
5091.049835200032  5.505204E-16
5092.683401294578  3.2378476E-17
5094.316967389124  6.6174126E-16
5095.95053348367  9.370237E-16
5097.584099578216  1.0752387E-15
5099.217665672762  1.2460298E-15
5100.8512317673085  1.0231201E-15
5102.4847978618545  1.1200599E-15
5104.118363956401  1.0140213E-15
5105.751930050947  7.9029037E-16
5107.385496145493  4.9524476E-16
5109.019062240039  8.767329E-16
5110.652628334585  1.3577735E-15
5112.286194429131  6.9610724E-16
5113.919760523677  8.4740654E-16
5115.553326618223  1.288683E-15
5117.186892712769  6.0838697E-16
5118.820458807315  6.3710557E-16
5120.454024901861  1.2511848E-15
5122.087590996407  8.884937E-16
5123.721157090953  6.3338006E-16
5125.354723185499  8.4166424E-16
5126.988289280045  8.7889594E-16
5128.621855374591  6.49989E-16
5130.255421469137  5.64152E-16
5131.888987563683  4.4632077E-16
5133.522553658229  1.0740317E-16
5135.156119752775  2.504371E-16
5136.789685847321  8.756364E-16
5138.423251941867  5.8803515E-16
5140.0568180364135  6.086772E-16
5141.6903841309595  8.2088864E-16
5143.3239502255055  5.264835E-16
5144.957516320052  5.358864E-16
5146.591082414598  8.122373E-16
5148.224648509144  4.6114713E-16
5149.85821460369  2.2583005E-16
5151.491780698236  7.559803E-16
5153.125346792782  5.9081273E-16
5154.758912887328  4.943823E-16
5156.392478981874  6.161091E-16
5158.02604507642  5.369451E-16
5159.659611170966  6.704344E-16
5161.293177265512  7.2725105E-16
5162.926743360058  3.3660377E-16
5164.560309454604  6.2100427E-16
5166.19387554915  7.966681E-16
5167.827441643696  7.842166E-16
5169.461007738242  6.6455113E-16
5171.094573832788  5.279881E-16
5172.728139927334  4.9513883E-16
5174.36170602188  6.185848E-16
5175.995272116426  6.451996E-16
5177.628838210972  8.415884E-16
5179.262404305518  4.807428E-16
5180.8959704000645  4.4204738E-16
5182.5295364946105  7.3455894E-16
5184.163102589157  4.2616197E-16
5185.796668683703  7.304104E-16
5187.430234778249  8.769563E-16
5189.063800872795  5.0511984E-16
5190.697366967341  4.317724E-16
5192.330933061887  6.4421107E-16
5193.964499156433  5.7780236E-16
5195.598065250979  4.2629212E-16
5197.231631345525  5.4951675E-16
5198.865197440071  4.7229784E-16
5200.498763534617  4.993713E-16
5202.132329629163  5.859355E-16
5203.765895723709  6.353398E-16
5205.399461818255  5.1041517E-16
5207.033027912801  5.864201E-16
5208.666594007347  5.8324894E-16
5210.300160101893  3.3078834E-16
5211.933726196439  5.615979E-16
5213.567292290985  5.691124E-16
5215.200858385531  3.7810378E-16
5216.834424480077  6.321654E-16
5218.467990574623  5.8563445E-16
5220.101556669169  3.6567283E-16
5221.7351227637155  7.2819597E-16
5223.3686888582615  5.871159E-16
5225.002254952808  5.149553E-16
5226.635821047354  6.113758E-16
5228.2693871419  5.5371544E-16
5229.902953236446  3.4091173E-16
5231.536519330992  4.662212E-16
5233.170085425538  4.4016162E-16
5234.803651520084  4.5198107E-16
5236.43721761463  4.9528605E-16
5238.070783709176  5.5474025E-16
5239.704349803722  3.7513014E-16
5241.337915898268  5.898719E-16
5242.971481992814  4.551612E-16
5244.60504808736  3.965945E-16
5246.238614181906  5.537965E-16
5247.872180276452  6.0021035E-16
5249.505746370998  5.106116E-16
5251.139312465544  4.854176E-16
5252.77287856009  6.1620567E-16
5254.406444654636  3.4282224E-16
5256.040010749182  4.0527774E-16
5257.673576843728  4.7369455E-16
5259.307142938274  4.518566E-16
5260.94070903282  5.7720446E-16
5262.5742751273665  5.931718E-16
5264.2078412219125  5.0126886E-16
5265.841407316459  4.8320646E-16
5267.474973411005  5.7499895E-16
5269.108539505551  4.3564596E-16
5270.742105600097  3.4563272E-16
5272.375671694643  4.6169955E-16
5274.009237789189  4.1483473E-16
5275.642803883735  3.6873255E-16
5277.276369978281  4.013268E-16
5278.909936072827  5.090811E-16
5280.543502167373  3.3648966E-16
5282.177068261919  7.283301E-16
5283.810634356465  6.737877E-16
5285.444200451011  5.3529285E-16
5287.077766545557  5.1064556E-16
5288.711332640103  5.503978E-16
5290.344898734649  5.0532556E-16
5291.978464829195  6.222386E-16
5293.612030923741  5.0830225E-16
5295.245597018287  4.3421254E-16
5296.879163112833  5.0471623E-16
5298.512729207379  6.448052E-16
5300.146295301925  4.717985E-16
5301.7798613964715  5.605758E-16
5303.4134274910175  4.533994E-16
5305.0469935855635  4.1480463E-16
5306.68055968011  4.8594164E-16
5308.314125774656  5.3863725E-16
5309.947691869202  3.2433355E-16
5311.581257963748  3.9431297E-16
5313.214824058294  4.829746E-16
5314.84839015284  4.0991537E-16
5316.481956247386  5.478552E-16
5318.115522341932  5.172437E-16
5319.749088436478  5.338158E-16
5321.382654531024  5.845419E-16
5323.01622062557  5.4626743E-16
5324.649786720116  2.4780671E-16
5326.283352814662  5.0941154E-16
5327.916918909208  5.856723E-16
5329.550485003754  3.2327452E-16
5331.1840510983  5.5083987E-16
5332.817617192846  6.741483E-16
5334.451183287392  3.4792567E-16
5336.084749381938  4.7678754E-16
5337.718315476484  4.852792E-16
5339.35188157103  4.0981217E-16
5340.985447665576  5.428926E-16
5342.6190137601225  5.747739E-16
5344.2525798546685  4.495267E-16
5345.886145949215  4.894014E-16
5347.519712043761  5.6953405E-16
5349.153278138307  4.4810335E-16
5350.786844232853  5.5529267E-16
5352.420410327399  5.464718E-16
5354.053976421945  4.650619E-16
5355.687542516491  6.2074926E-16
5357.321108611037  5.6590377E-16
5358.954674705583  4.0303874E-16
5360.588240800129  4.774618E-16
5362.221806894675  5.4748996E-16
5363.855372989221  4.935404E-16
5365.488939083767  4.791709E-16
5367.122505178313  6.3174004E-16
5368.756071272859  5.020144E-16
5370.389637367405  4.901476E-16
5372.023203461951  5.6512085E-16
5373.656769556497  5.0893556E-16
5375.290335651043  6.1149585E-16
5376.923901745589  5.82614E-16
5378.557467840135  5.057617E-16
5380.191033934681  5.7247135E-16
5381.824600029227  5.80324E-16
5383.4581661237735  4.7416735E-16
5385.0917322183195  4.775236E-16
5386.725298312866  5.146836E-16
5388.358864407412  4.868782E-16
5389.992430501958  4.8584285E-16
5391.625996596504  5.2795733E-16
5393.25956269105  5.6915225E-16
5394.893128785596  5.637883E-16
5396.526694880142  5.315497E-16
5398.160260974688  5.6711164E-16
5399.793827069234  5.086713E-16
5401.42739316378  4.9893523E-16
5403.060959258326  4.326701E-16
5404.694525352872  4.8795085E-16
5406.328091447418  4.9580767E-16
5407.961657541964  5.673072E-16
5409.59522363651  5.209241E-16
5411.228789731056  4.9577013E-16
5412.862355825602  4.776522E-16
5414.495921920148  5.16598E-16
5416.129488014694  6.127056E-16
5417.76305410924  5.5028496E-16
5419.396620203786  5.478837E-16
5421.030186298332  5.699857E-16
5422.663752392878  4.9925223E-16
5424.2973184874245  5.4246086E-16
5425.9308845819705  5.72537E-16
5427.564450676517  5.210672E-16
5429.198016771063  5.1064244E-16
5430.831582865609  5.77566E-16
5432.465148960155  5.211694E-16
5434.098715054701  4.3843365E-16
5435.732281149247  5.23656E-16
5437.365847243793  5.719467E-16
5438.999413338339  5.7741204E-16
5440.632979432885  6.0401554E-16
5442.266545527431  5.7489127E-16
5443.900111621977  5.89877E-16
5445.533677716523  5.369977E-16
5447.167243811069  4.985416E-16
5448.800809905615  5.29125E-16
5450.434376000161  5.4226197E-16
5452.067942094707  5.213812E-16
5453.701508189253  5.8031736E-16
5455.335074283799  5.460742E-16
5456.968640378345  4.8092487E-16
5458.602206472891  5.975578E-16
5460.235772567437  6.023886E-16
5461.869338661983  5.5781434E-16
5463.5029047565295  5.6733144E-16
5465.1364708510755  5.31658E-16
5466.7700369456215  4.753424E-16
5468.403603040168  5.945242E-16
5470.037169134714  5.982689E-16
5471.67073522926  5.179159E-16
5473.304301323806  5.6579276E-16
5474.937867418352  5.7524877E-16
5476.571433512898  5.449165E-16
5478.204999607444  5.6461443E-16
5479.83856570199  5.553954E-16
5481.472131796536  5.0382965E-16
5483.105697891082  5.4694887E-16
5484.739263985628  5.620183E-16
5486.372830080174  5.5264903E-16
5488.00639617472  5.3416756E-16
5489.639962269266  5.1134474E-16
5491.273528363812  5.4487274E-16
5492.907094458358  5.812753E-16
5494.540660552904  5.6711847E-16
5496.17422664745  5.3537194E-16
5497.807792741996  5.342945E-16
5499.441358836542  5.2402736E-16
5501.074924931088  4.927451E-16
5502.708491025634  5.107235E-16
5504.3420571201805  5.5694746E-16
5505.9756232147265  5.5829567E-16
5507.609189309273  5.9735003E-16
5509.242755403819  5.6949985E-16
5510.876321498365  5.5954044E-16
5512.509887592911  5.899834E-16
5514.143453687457  5.1022946E-16
5515.777019782003  4.9918717E-16
5517.410585876549  5.710721E-16
5519.044151971095  5.3018863E-16
5520.677718065641  5.851794E-16
5522.311284160187  5.350396E-16
5523.944850254733  5.3457774E-16
5525.578416349279  5.373834E-16
5527.211982443825  5.5044436E-16
5528.845548538371  5.282461E-16
5530.479114632917  5.040403E-16
5532.112680727463  5.0870967E-16
5533.746246822009  5.0302444E-16
5535.379812916555  5.452411E-16
5537.013379011101  5.431366E-16
5538.646945105647  5.2983324E-16
5540.280511200193  5.2582593E-16
5541.914077294739  5.349864E-16
5543.547643389285  5.0471993E-16
5545.1812094838315  5.517216E-16
5546.8147755783775  5.237116E-16
5548.448341672924  5.416589E-16
5550.08190776747  5.5544344E-16
5551.715473862016  5.4351727E-16
5553.349039956562  5.0128236E-16
5554.982606051108  4.9154947E-16
5556.616172145654  5.0983543E-16
5558.2497382402  4.7896013E-16
5559.883304334746  4.8295256E-16
5561.516870429292  5.023613E-16
5563.150436523838  4.75928E-16
5564.784002618384  5.3594125E-16
5566.41756871293  5.3453036E-16
5568.051134807476  5.169372E-16
5569.684700902022  4.9594287E-16
5571.318266996568  4.7259086E-16
5572.951833091114  5.343472E-16
5574.58539918566  5.111936E-16
5576.218965280206  4.896078E-16
5577.852531374752  3.898895E-16
5579.486097469298  4.86006E-16
5581.119663563844  4.75725E-16
