% File created by shivutils (I.Shivvers)
% wl(A)   flm    er(optional)
3667.00   7.17883253   0.21361661
3668.00   7.13248873   0.21277142
3669.00   7.19880342   0.21339475
3670.00   7.26223373   0.21276751
3671.00   7.13669109   0.21153153
3672.00   6.94663668   0.20954044
3673.00   7.07870197   0.21084458
3674.00   7.15150785   0.21081419
3675.00   7.14190674   0.21074735
3676.00   7.03790331   0.20842044
3677.00   6.98299408   0.20679729
3678.00   7.09851646   0.20799407
3679.00   7.01674366   0.20636037
3680.00   6.93656254   0.20409018
3681.00   6.97021770   0.20550323
3682.00   7.21596575   0.20823228
3683.00   7.09971523   0.20652083
3684.00   7.17533398   0.20619446
3685.00   7.09601784   0.20392451
3686.00   7.03028440   0.20281692
3687.00   6.89554358   0.20154527
3688.00   6.92666054   0.20223051
3689.00   7.01870155   0.20360337
3690.00   7.05070686   0.20402128
3691.00   7.07850981   0.20415469
3692.00   6.93689775   0.20157740
3693.00   6.99819040   0.20176464
3694.00   7.06305742   0.20245002
3695.00   6.95645046   0.19813013
3696.00   7.17126799   0.21260169
3697.00   7.22176695   0.21790889
3698.00   6.97056913   0.20344649
3699.00   6.93733549   0.19861448
3700.00   6.95532036   0.20080814
3701.00   6.88842249   0.19901997
3702.00   6.94120407   0.19722505
3703.00   6.97012138   0.19676003
3704.00   6.79213381   0.19525895
3705.00   6.76240206   0.19434945
3706.00   6.81678486   0.19421610
3707.00   6.76540804   0.19339596
3708.00   6.70905256   0.19186951
3709.00   6.76218557   0.19141565
3710.00   6.79381561   0.19244598
3711.00   7.01258373   0.19448406
3712.00   7.11175728   0.19512744
3713.00   6.94123030   0.19235468
3714.00   6.72087669   0.19005753
3715.00   6.57207155   0.18760446
3716.00   6.67976761   0.18829405
3717.00   6.82576847   0.19005705
3718.00   6.86554337   0.18899955
3719.00   6.68198538   0.18593825
3720.00   6.68244600   0.18496305
3721.00   6.77390432   0.20132543
3722.00   6.84981394   0.19148365
3723.00   6.94733953   0.18657583
3724.00   6.86675739   0.18635115
3725.00   6.80650139   0.18606782
3726.00   6.87675619   0.18600139
3727.00   6.80818748   0.18512757
3728.00   6.68708229   0.18355834
3729.00   6.76624584   0.18382466
3730.00   6.75075245   0.18282095
3731.00   6.63289881   0.18079595
3732.00   6.79594231   0.18175271
3733.00   6.77139139   0.18024205
3734.00   6.67048597   0.17858160
3735.00   6.67524672   0.17848021
3736.00   6.61977673   0.17783137
3737.00   6.67506361   0.17853989
3738.00   6.66642857   0.17918617
3739.00   6.61358261   0.17930427
3740.00   6.63106537   0.17900071
3741.00   6.57118416   0.17745985
3742.00   6.54752207   0.17614324
3743.00   6.43567467   0.17391378
3744.00   6.43812037   0.17314832
3745.00   6.65403128   0.17455366
3746.00   6.61561012   0.17289655
3747.00   6.60286999   0.17248017
3748.00   6.60571241   0.17320220
3749.00   6.57649851   0.17259955
3750.00   6.65969467   0.17363410
3751.00   6.59150171   0.17365760
3752.00   6.68857098   0.17459114
3753.00   6.49199533   0.17200521
3754.00   6.58498907   0.17273590
3755.00   6.67421532   0.17244133
3756.00   6.61610508   0.17149679
3757.00   6.80937958   0.17282015
3758.00   6.58195114   0.17116605
3759.00   6.79680824   0.17186359
3760.00   6.57884455   0.17025469
3761.00   6.64267111   0.16996939
3762.00   6.60051250   0.16922821
3763.00   6.48083925   0.16810924
3764.00   6.50966597   0.16719574
3765.00   6.58387852   0.16794513
3766.00   6.52460718   0.16726148
3767.00   6.58514547   0.16691670
3768.00   6.54549026   0.16649652
3769.00   6.65398550   0.16785093
3770.00   6.69571209   0.16793522
3771.00   6.54461384   0.16710633
3772.00   6.50721169   0.16670264
3773.00   6.55960131   0.16626501
3774.00   6.48032045   0.16547567
3775.00   6.43116140   0.16544123
3776.00   6.50411558   0.16585368
3777.00   6.66571712   0.16662420
3778.00   6.74157047   0.16709016
3779.00   6.54999399   0.16553029
3780.00   6.40306711   0.16414078
3781.00   6.52448177   0.16511907
3782.00   6.59739923   0.16581833
3783.00   6.49860811   0.16483030
3784.00   6.41430283   0.16338810
3785.00   6.47838640   0.16306482
3786.00   6.53612614   0.16314434
3787.00   6.39435530   0.16106306
3788.00   6.47076607   0.16191472
3789.00   6.53251123   0.16171223
3790.00   6.49234819   0.16129130
3791.00   6.51052856   0.16116382
3792.00   6.50565910   0.16105375
3793.00   6.47571898   0.16029115
3794.00   6.55151081   0.15995806
3795.00   6.61262226   0.16053908
3796.00   6.58926535   0.16003101
3797.00   6.58920288   0.15939121
3798.00   6.60847998   0.15939571
3799.00   6.51762152   0.15868321
3800.00   6.38045883   0.15810519
3801.00   6.51285076   0.15923296
3802.00   6.46597719   0.15874223
3803.00   6.45242643   0.15863648
3804.00   6.52273893   0.15860300
3805.00   6.55485106   0.15830547
3806.00   6.53233147   0.15751058
3807.00   6.42059946   0.15656038
3808.00   6.59972620   0.15852344
3809.00   6.61727333   0.15851265
3810.00   6.63147879   0.15771401
3811.00   6.70889139   0.15808263
3812.00   6.67927408   0.15704800
3813.00   6.52264595   0.15473703
3814.00   6.70238113   0.15661120
3815.00   6.75251007   0.15712377
3816.00   6.65333271   0.15549985
3817.00   6.63781166   0.15516841
3818.00   6.60305929   0.15486850
3819.00   6.67979908   0.15488529
3820.00   6.74868298   0.15507410
3821.00   6.67388153   0.15476270
3822.00   6.63087940   0.15434152
3823.00   6.74142694   0.15474343
3824.00   6.76295280   0.15465778
3825.00   6.65056705   0.15298770
3826.00   6.45714283   0.15072450
3827.00   6.55888557   0.15184303
3828.00   6.69813490   0.15323421
3829.00   6.72459841   0.15366830
3830.00   6.72969055   0.15379675
3831.00   6.92557859   0.15451387
3832.00   6.93514824   0.15417744
3833.00   6.87210417   0.15339828
3834.00   6.78130960   0.15232219
3835.00   6.86392498   0.15276413
3836.00   6.75776196   0.15181987
3837.00   6.85417223   0.15233712
3838.00   6.83529186   0.15277696
3839.00   6.80867815   0.15294483
3840.00   6.86319828   0.15336168
3841.00   6.90139866   0.15406409
3842.00   7.09050608   0.15583248
3843.00   6.86483431   0.15451662
3844.00   6.75477266   0.15237732
3845.00   6.57297230   0.14962950
3846.00   6.71000051   0.15006325
3847.00   6.93930101   0.15167992
3848.00   6.71025133   0.14959408
3849.00   6.75301218   0.14968202
3850.00   6.93591309   0.15065996
3851.00   6.81896687   0.14978962
3852.00   6.74709177   0.14878051
3853.00   6.78639364   0.14815632
3854.00   6.75361681   0.14755586
3855.00   6.92229414   0.14891417
3856.00   6.99862051   0.14931558
3857.00   6.91380119   0.14810568
3858.00   6.89168835   0.14742845
3859.00   6.80302429   0.14638032
3860.00   6.74816608   0.14617798
3861.00   6.77003002   0.14678755
3862.00   6.81616879   0.14694566
3863.00   6.83661556   0.14714293
3864.00   6.83557320   0.14698178
3865.00   6.96488810   0.14725599
3866.00   6.88403034   0.14639355
3867.00   6.83214569   0.14570026
3868.00   6.79968548   0.14508109
3869.00   6.57195282   0.14256242
3870.00   6.53087378   0.14145517
3871.00   6.79487801   0.14402494
3872.00   6.84487629   0.14513487
3873.00   6.76851511   0.14427984
3874.00   6.77390289   0.14463128
3875.00   6.73092365   0.14399379
3876.00   6.72867584   0.14375655
3877.00   6.84070492   0.14400093
3878.00   6.74349260   0.14219555
3879.00   6.73466825   0.14173651
3880.00   6.68214178   0.14114808
3881.00   6.61890268   0.14028141
3882.00   6.68041468   0.14093179
3883.00   6.72845459   0.14116754
3884.00   6.74854660   0.14124255
3885.00   6.71564722   0.14086521
3886.00   6.79161167   0.14073457
3887.00   6.69877195   0.13949272
3888.00   6.67793846   0.13944024
3889.00   6.59580040   0.13875973
3890.00   6.53891182   0.13830480
3891.00   6.59062290   0.13869426
3892.00   6.67029333   0.13944580
3893.00   6.66062546   0.13905311
3894.00   6.69644451   0.13886727
3895.00   6.69409084   0.13917574
3896.00   6.59684849   0.13878229
3897.00   6.59047937   0.13846774
3898.00   6.58805990   0.13821436
3899.00   6.48649931   0.13711140
3900.00   6.53845215   0.13727503
3901.00   6.61901474   0.13808914
3902.00   6.42359066   0.13622317
3903.00   6.33898592   0.13511652
3904.00   6.44863176   0.13650027
3905.00   6.44340277   0.13775948
3906.00   6.37334347   0.13836603
3907.00   6.30124044   0.13813403
3908.00   6.33253956   0.13843311
3909.00   6.27899075   0.13820013
3910.00   6.21888494   0.13786024
3911.00   6.27700520   0.13882880
3912.00   6.18528032   0.13834241
3913.00   6.36040115   0.13833742
3914.00   6.28711462   0.13587087
3915.00   6.25517845   0.13399553
3916.00   6.24694967   0.13276657
3917.00   6.20387459   0.13179705
3918.00   6.19641972   0.13134393
3919.00   6.28057289   0.13090314
3920.00   6.14287710   0.12943561
3921.00   6.14917183   0.14073680
3922.00   5.99766684   0.14780009
3923.00   6.15261602   0.13446683
3924.00   6.12049437   0.12877277
3925.00   6.11891556   0.12829573
3926.00   6.20351410   0.12824161
3927.00   6.18779421   0.12771167
3928.00   6.08976603   0.12651661
3929.00   6.07743502   0.12621589
3930.00   6.05986500   0.12661989
3931.00   5.97692490   0.12684065
3932.00   5.79622459   0.12580228
3933.00   5.51897144   0.12327763
3934.00   5.41405869   0.12168489
3935.00   5.70510006   0.12296695
3936.00   5.98374224   0.12426874
3937.00   6.13769388   0.12552135
3938.00   6.18409157   0.12634608
3939.00   6.10337687   0.12566070
3940.00   6.07502794   0.12561557
3941.00   6.06118536   0.12591165
3942.00   6.05247927   0.12585466
3943.00   6.00059271   0.12580825
3944.00   6.07500982   0.12654084
3945.00   5.96146011   0.12509681
3946.00   5.85741520   0.12348638
3947.00   5.98782921   0.12472840
3948.00   6.00312948   0.12473137
3949.00   6.04349232   0.12495176
3950.00   6.10291386   0.12481082
3951.00   6.01339006   0.12378945
3952.00   5.92693472   0.12308322
3953.00   5.85127306   0.12248287
3954.00   5.88047886   0.12273657
3955.00   6.10371685   0.12378715
3956.00   6.14080143   0.12385137
3957.00   6.11141491   0.12390336
3958.00   6.05918264   0.12371319
3959.00   5.95346594   0.12306835
3960.00   5.86414671   0.12249367
3961.00   5.95222473   0.12298314
3962.00   5.90629530   0.12193862
3963.00   5.94241905   0.12165471
3964.00   5.95555115   0.12053699
3965.00   6.04763365   0.12101272
3966.00   5.89036608   0.12000871
3967.00   5.69477749   0.11852659
3968.00   5.68992472   0.11802734
3969.00   5.69658041   0.11780788
3970.00   5.89370108   0.11953907
3971.00   6.08661270   0.12130271
3972.00   6.01181364   0.12061714
3973.00   5.97536898   0.12049576
3974.00   6.07154083   0.12134609
3975.00   6.17027950   0.12185437
3976.00   6.23744535   0.12231277
3977.00   6.20625830   0.12234677
3978.00   6.12848520   0.12206767
3979.00   6.10949278   0.12190430
3980.00   6.08953714   0.12174866
3981.00   6.08041763   0.12179331
3982.00   6.13427210   0.12194611
3983.00   6.11850023   0.12144415
3984.00   6.12924862   0.12111676
3985.00   6.22185898   0.12205484
3986.00   6.23070383   0.12235531
3987.00   6.16022778   0.12198583
3988.00   6.24557161   0.12238535
3989.00   6.29324341   0.12253190
3990.00   6.27992153   0.12217383
3991.00   6.26246786   0.12233623
3992.00   6.18474674   0.12181766
3993.00   6.24203253   0.12269540
3994.00   6.28388500   0.12339888
3995.00   6.10078239   0.12233934
3996.00   5.99602747   0.12118331
3997.00   6.28538895   0.12243777
3998.00   6.30656052   0.12225623
3999.00   6.10392475   0.12066399
4000.00   6.12414932   0.12069008
4001.00   6.14173365   0.12005397
4002.00   6.23575354   0.12037543
4003.00   6.19553614   0.11998589
4004.00   6.22927809   0.11964291
4005.00   6.23651457   0.11953619
4006.00   6.26853275   0.12028409
4007.00   6.16185808   0.11979104
4008.00   6.28358507   0.12060144
4009.00   6.29248810   0.12060101
4010.00   6.31860352   0.12074628
4011.00   6.30571365   0.12077712
4012.00   6.26380396   0.12032253
4013.00   6.31368637   0.12028780
4014.00   6.36653948   0.12024909
4015.00   6.29956198   0.12009461
4016.00   6.28841352   0.12062254
4017.00   6.40068674   0.12181851
4018.00   6.48341131   0.12334832
4019.00   6.43529940   0.12426469
4020.00   6.23377228   0.12366140
4021.00   6.16352701   0.12331659
4022.00   6.32158184   0.12406774
4023.00   6.41669607   0.12405067
4024.00   6.40381861   0.12341613
4025.00   6.41337633   0.12259880
4026.00   6.41754246   0.12132379
4027.00   6.42977953   0.12084135
4028.00   6.38109255   0.12067592
4029.00   6.32712698   0.12032375
4030.00   6.19811869   0.11914340
4031.00   6.23280430   0.11883917
4032.00   6.24206877   0.11822364
4033.00   6.32396412   0.11871483
4034.00   6.42855930   0.11947017
4035.00   6.43235493   0.11957739
4036.00   6.41036654   0.11929005
4037.00   6.44506788   0.11900964
4038.00   6.43430567   0.11854111
4039.00   6.34850645   0.11779871
4040.00   6.29791212   0.11731695
4041.00   6.24719334   0.11724622
4042.00   6.22718096   0.11789300
4043.00   6.33199787   0.12430423
4044.00   6.37623119   0.13329241
4045.00   6.33941460   0.13785645
4046.00   6.31260633   0.13915056
4047.00   6.24349403   0.13601035
4048.00   6.28680515   0.12876552
4049.00   6.20218706   0.12073207
4050.00   6.09717274   0.11596373
4051.00   6.08204222   0.11472996
4052.00   5.99736881   0.11428531
4053.00   6.00773478   0.11461338
4054.00   5.91380787   0.11392272
4055.00   5.90002060   0.11325739
4056.00   6.04981041   0.11346177
4057.00   6.21351957   0.11435453
4058.00   6.26385975   0.11467906
4059.00   6.17238855   0.11353031
4060.00   6.18524313   0.11320285
4061.00   6.14932156   0.11281324
4062.00   6.05191898   0.11197419
4063.00   5.99787426   0.11153694
4064.00   6.04743814   0.11168798
4065.00   5.97993422   0.11103071
4066.00   5.99618673   0.11144027
4067.00   6.03595400   0.11168648
4068.00   6.07231951   0.11178809
4069.00   5.95325470   0.11071280
4070.00   5.86973095   0.10986727
4071.00   6.01795053   0.11086141
4072.00   6.08671379   0.11135109
4073.00   5.88037062   0.11024077
4074.00   5.91189480   0.11063495
4075.00   5.86684418   0.11115744
4076.00   5.88841343   0.11249583
4077.00   5.90444613   0.11241350
4078.00   5.89109325   0.11224554
4079.00   5.83861399   0.11162031
4080.00   5.95667362   0.11138072
4081.00   5.99500608   0.11124926
4082.00   5.79615402   0.10993653
4083.00   5.69114828   0.10863495
4084.00   5.80858183   0.10891374
4085.00   5.72124100   0.10832632
4086.00   5.66521883   0.10769130
4087.00   5.65877151   0.10702349
4088.00   5.62415934   0.10624328
4089.00   5.52341127   0.10507641
4090.00   5.48454094   0.10435127
4091.00   5.59198999   0.10458990
4092.00   5.61353731   0.10473216
4093.00   5.65396261   0.10515691
4094.00   5.76812220   0.10566293
4095.00   5.74558258   0.10544582
4096.00   5.67347050   0.10490660
4097.00   5.67507648   0.10457904
4098.00   5.61916780   0.10389814
4099.00   5.54891205   0.10313237
4100.00   5.58040905   0.10313699
4101.00   5.61473989   0.10323122
4102.00   5.64579391   0.10326277
4103.00   5.67225075   0.10341259
4104.00   5.65134239   0.10359516
4105.00   5.60940313   0.10344137
4106.00   5.58730030   0.10308632
4107.00   5.55725193   0.10308912
4108.00   5.58460379   0.10342105
4109.00   5.64186716   0.10346196
4110.00   5.51411343   0.10234968
4111.00   5.59386826   0.10291895
4112.00   5.65998983   0.10380559
4113.00   5.62235117   0.10337315
4114.00   5.66570616   0.10381952
4115.00   5.57940626   0.10282148
4116.00   5.63315153   0.10320593
4117.00   5.69109917   0.10336908
4118.00   5.58359289   0.10230006
4119.00   5.67161131   0.10281523
4120.00   5.64341879   0.10242381
4121.00   5.72495556   0.10278396
4122.00   5.77538681   0.10310902
4123.00   5.73258448   0.10282268
4124.00   5.68350697   0.10243760
4125.00   5.56325054   0.10152798
4126.00   5.50888777   0.10113546
4127.00   5.58405972   0.10157462
4128.00   5.60140181   0.10149243
4129.00   5.68775463   0.10211146
4130.00   5.74236822   0.10250922
4131.00   5.58405638   0.10143642
4132.00   5.59276152   0.10165890
4133.00   5.72661304   0.10265227
4134.00   5.72397757   0.10206003
4135.00   5.74004173   0.10162125
4136.00   5.74258757   0.10184824
4137.00   5.69416714   0.10182192
4138.00   5.74940443   0.10229390
4139.00   5.82098198   0.10284645
4140.00   5.79668808   0.10264867
4141.00   5.76414871   0.10219226
4142.00   5.79747963   0.10177501
4143.00   5.78001547   0.10127769
4144.00   5.74791002   0.10124673
4145.00   5.75767612   0.10119558
4146.00   5.74958467   0.10093181
4147.00   5.71689081   0.10079335
4148.00   5.75036907   0.10105270
4149.00   5.82645559   0.10174904
4150.00   5.82536650   0.10221104
4151.00   5.80372095   0.10241741
4152.00   5.72223043   0.10199928
4153.00   5.82346821   0.10185350
4154.00   5.83088493   0.10130470
4155.00   5.75359392   0.10042293
4156.00   5.82491159   0.10081398
4157.00   5.80979347   0.10066537
4158.00   5.90217686   0.10120589
4159.00   5.88968992   0.10146204
4160.00   5.84435511   0.10109589
4161.00   5.81312895   0.10110065
4162.00   5.80627966   0.10191222
4163.00   5.83694124   0.10257687
4164.00   5.74414682   0.10191689
4165.00   5.75012970   0.10176609
4166.00   5.80863428   0.10161913
4167.00   5.92258406   0.10139505
4168.00   5.81698608   0.10022229
4169.00   5.80661678   0.09998795
4170.00   5.86013889   0.10004541
4171.00   5.84451723   0.09981012
4172.00   5.83278942   0.09949721
4173.00   5.82912064   0.09933838
4174.00   5.80971479   0.09914032
4175.00   5.79908085   0.09909881
4176.00   5.79956388   0.09911207
4177.00   5.82220840   0.09918209
4178.00   5.85922098   0.09952357
4179.00   5.87070227   0.09945461
4180.00   5.80393314   0.09888135
4181.00   5.74259233   0.09828459
4182.00   5.75712585   0.09794302
4183.00   5.81389809   0.09840451
4184.00   5.81582308   0.09851775
4185.00   5.76307917   0.09820780
4186.00   5.84386396   0.09842914
4187.00   5.89931393   0.09847538
4188.00   5.77953053   0.09768662
4189.00   5.72790241   0.09735181
4190.00   5.76387691   0.09796400
4191.00   5.76940393   0.09818528
4192.00   5.75409842   0.09782073
4193.00   5.69369316   0.09726351
4194.00   5.70772219   0.09711730
4195.00   5.63172913   0.09633305
4196.00   5.65416050   0.09607958
4197.00   5.65113640   0.09598067
4198.00   5.62479115   0.09563890
4199.00   5.72569752   0.09615497
4200.00   5.62298536   0.09571583
4201.00   5.50944281   0.09508011
4202.00   5.51980686   0.09508250
4203.00   5.58940983   0.09544361
4204.00   5.66088247   0.09603748
4205.00   5.64027452   0.09614717
4206.00   5.54914236   0.09570198
4207.00   5.46567822   0.09478553
4208.00   5.47526407   0.09488726
4209.00   5.55841208   0.09569474
4210.00   5.52239895   0.09526124
4211.00   5.42307043   0.09459443
4212.00   5.45950794   0.09485570
4213.00   5.47787476   0.09468322
4214.00   5.44397259   0.09420051
4215.00   5.49362946   0.09443119
4216.00   5.43641996   0.09396779
4217.00   5.32732105   0.09323070
4218.00   5.32270241   0.09324361
4219.00   5.34264231   0.09336647
4220.00   5.40786505   0.09362955
4221.00   5.35643578   0.09287678
4222.00   5.26746464   0.09205722
4223.00   5.29141045   0.09201235
4224.00   5.28414440   0.09153493
4225.00   5.19842386   0.09066363
4226.00   5.17988253   0.09069318
4227.00   5.16162825   0.09095401
4228.00   5.14624929   0.09106464
4229.00   5.19187021   0.09154397
4230.00   5.18947601   0.09128383
4231.00   5.12241173   0.09111322
4232.00   5.17247677   0.09146675
4233.00   5.18392420   0.09125760
4234.00   5.11085701   0.09080122
4235.00   5.13523531   0.09085660
4236.00   5.13186979   0.09115623
4237.00   5.01807261   0.09034386
4238.00   5.06534767   0.09054602
4239.00   5.00492716   0.09001101
4240.00   4.94762325   0.08920277
4241.00   4.95945168   0.08918857
4242.00   5.00466013   0.08934690
4243.00   4.94625425   0.08955684
4244.00   4.93996191   0.09061960
4245.00   4.97271061   0.09166059
4246.00   4.89284706   0.09131248
4247.00   4.89318895   0.09094062
4248.00   4.86902666   0.09013586
4249.00   4.85140085   0.08885953
4250.00   4.84886312   0.08804222
4251.00   4.97064686   0.08859289
4252.00   5.08548832   0.08930540
4253.00   5.03647566   0.08909263
4254.00   4.99358797   0.08879815
4255.00   4.94199514   0.08848342
4256.00   4.94897270   0.08852541
4257.00   5.06200600   0.08899741
4258.00   5.03360701   0.08866324
4259.00   4.94551849   0.08804413
4260.00   4.94962788   0.08799038
4261.00   4.95460463   0.08805428
4262.00   4.92632914   0.08786447
4263.00   4.92939568   0.08791355
4264.00   4.97401857   0.08825671
4265.00   4.90295696   0.08758303
4266.00   4.80200624   0.08669944
4267.00   4.84271097   0.08701316
4268.00   4.92092466   0.08728720
4269.00   4.87293959   0.08665414
4270.00   4.79962349   0.08581617
4271.00   4.90326357   0.08631735
4272.00   4.85478067   0.08613287
4273.00   4.72964001   0.08533950
4274.00   4.72649240   0.08569463
4275.00   4.78486204   0.08632654
4276.00   4.75647116   0.08611781
4277.00   4.74043846   0.08575605
4278.00   4.71579933   0.08551437
4279.00   4.80535793   0.08592752
4280.00   4.89568520   0.08642028
4281.00   4.84490538   0.08623574
4282.00   4.80342770   0.08596423
4283.00   4.76452065   0.08543900
4284.00   4.82317972   0.08550799
4285.00   4.74579382   0.08489884
4286.00   4.76554823   0.08496451
4287.00   4.81782722   0.08517811
4288.00   4.78562975   0.08473043
4289.00   4.71833038   0.08409746
4290.00   4.67414284   0.08397024
4291.00   4.70519257   0.08432632
4292.00   4.70934200   0.08418912
4293.00   4.67411184   0.08371189
4294.00   4.64583063   0.08362406
4295.00   4.67344093   0.08369262
4296.00   4.71350622   0.08364721
4297.00   4.68834972   0.08343222
4298.00   4.70161629   0.08317899
4299.00   4.70333004   0.08286040
4300.00   4.65567875   0.08237160
4301.00   4.69840288   0.08237518
4302.00   4.68292570   0.08227763
4303.00   4.62086678   0.08194535
4304.00   4.55212212   0.08183081
4305.00   4.59257650   0.08198308
4306.00   4.59994507   0.08169190
4307.00   4.57948017   0.08133593
