#Wavelength(Angstroms)  Flux(erg/s/cm2/AA)
6.8483650e+03,4.6060880e-16
6.8631880e+03,3.2605080e-16
6.8780110e+03,7.0902650e-16
6.8928360e+03,6.2224830e-16
6.9076650e+03,3.8680380e-16
6.9225000e+03,6.1573780e-16
6.9373430e+03,3.3988230e-16
6.9521980e+03,5.9272860e-16
6.9670640e+03,4.2298800e-16
6.9819450e+03,3.8869940e-16
6.9968420e+03,1.5067670e-16
7.0117580e+03,4.2708170e-16
7.0266940e+03,2.2646620e-16
7.0416520e+03,6.5465100e-16
7.0566340e+03,4.3080400e-16
7.0716420e+03,5.0655820e-16
7.0866780e+03,2.4090830e-16
7.1017430e+03,3.9873300e-16
7.1168390e+03,8.4836530e-17
7.1319670e+03,1.4311680e-16
7.1471300e+03,4.1273040e-16
7.1623290e+03,2.3785100e-16
7.1775650e+03,3.3166270e-16
7.1928410e+03,4.2724070e-16
7.2081560e+03,3.0552660e-16
7.2235140e+03,6.6423210e-16
7.2389160e+03,4.5925930e-16
7.2543620e+03,3.8019720e-16
7.2698550e+03,2.7691980e-16
7.2853950e+03,3.2061480e-16
7.3009840e+03,3.8722120e-16
7.3166240e+03,3.2856990e-16
7.3323150e+03,4.4331270e-16
7.3480590e+03,3.5780920e-16
7.3638580e+03,4.7679990e-16
7.3797110e+03,2.9796120e-16
7.3956210e+03,3.6898330e-16
7.4115880e+03,2.2287690e-16
7.4276150e+03,4.4502570e-16
7.4437000e+03,3.5529800e-16
7.4598470e+03,4.2253890e-16
7.4760560e+03,4.0106590e-16
7.4923270e+03,3.9795380e-16
7.5086620e+03,4.2819690e-16
7.5250630e+03,5.2467320e-16
7.5415280e+03,4.7536170e-16
7.5580600e+03,5.3351490e-16
7.5746600e+03,5.7784850e-16
7.5913290e+03,7.1340600e-16
7.6080660e+03,4.7688290e-16
7.6248740e+03,4.9070200e-16
7.6417520e+03,3.8779570e-16
7.6587020e+03,5.0251280e-16
7.6757230e+03,3.8955170e-16
7.6928190e+03,3.4534530e-16
7.7099870e+03,3.3106510e-16
7.7272300e+03,4.6808000e-16
7.7445480e+03,3.2065370e-16
7.7619420e+03,4.2710500e-16
7.7794120e+03,3.9670720e-16
7.7969590e+03,4.4055270e-16
7.8145840e+03,3.5136940e-16
7.8322860e+03,3.3374900e-16
7.8500660e+03,3.9604970e-16
7.8679260e+03,3.6352680e-16
