# File created by shivutils (I.Shivvers)
# wl(A)   flm(10^-15 erg/s/cm2/AA)    er(optional)
3630.00   0.09635963   0.02283030
3632.00   0.09955061   0.02221368
3634.00   0.06299782   0.02186725
3636.00   0.03036342   0.02088739
3638.00   0.02796977   0.02076003
3640.00   0.06690399   0.02108987
3642.00   0.07094968   0.02160529
3644.00   0.03589486   0.02154620
3646.00   0.08992688   0.02508080
3648.00   0.06233240   0.02993836
3650.00   0.04288222   0.02988964
3652.00   0.02690082   0.02710043
3654.00   0.04758474   0.02499271
3656.00   0.10008709   0.02264789
3658.00   0.06909929   0.02040580
3660.00   0.05408120   0.02208627
3662.00   0.08104838   0.02353484
3664.00   0.07102362   0.02090546
3666.00   0.07770208   0.01860116
3668.00   0.08145164   0.01827341
3670.00   0.10672586   0.01836018
3672.00   0.07618919   0.01765159
3674.00   0.10280709   0.01793296
3676.00   0.07441700   0.01690694
3678.00   0.05680813   0.01703965
3680.00   0.06334706   0.01686888
3682.00   0.08097976   0.01684174
3684.00   0.04682466   0.01701877
3686.00   0.06681747   0.01642207
3688.00   0.03414265   0.01648227
3690.00   0.07268478   0.01696811
3692.00   0.05432327   0.01660657
3694.00   0.03776779   0.01664630
3696.00   0.05017814   0.01702363
3698.00   0.03498402   0.01726131
3700.00   0.08089104   0.01757113
3702.00   0.02683039   0.01708928
3704.00   0.08021317   0.01725882
3706.00   0.05236949   0.01708774
3708.00   0.06367192   0.01714187
3710.00   0.01787775   0.01638445
3712.00   0.05310194   0.01625341
3714.00   0.06768968   0.01652985
3716.00   0.06172805   0.01637926
3718.00   0.05872404   0.01614202
3720.00   0.07420584   0.01591230
3722.00   0.04642311   0.01582233
3724.00   0.04770534   0.01593459
3726.00   0.08335038   0.01636761
3728.00   0.02743523   0.01608586
3730.00   0.07600628   0.01623496
3732.00   0.06098176   0.01611211
3734.00   0.01873361   0.01577956
3736.00   0.08576585   0.01632704
3738.00   0.08592627   0.01643763
3740.00   0.02703892   0.01611871
3742.00   0.01864987   0.01551594
3744.00   0.03879661   0.01533936
3746.00   0.06164570   0.01535948
3748.00   0.04999086   0.01558082
3750.00   0.07057723   0.01558080
3752.00   0.05114154   0.01537512
3754.00   0.06736542   0.01527475
3756.00   0.04739717   0.01490111
3758.00   0.07621115   0.01486744
3760.00   0.03597913   0.01449478
3762.00   0.06006046   0.01468306
3764.00   0.07294758   0.01473669
3766.00   0.06450234   0.01461515
3768.00   0.03654982   0.01456750
3770.00   0.01978814   0.01443983
3772.00   0.06799374   0.01486150
3774.00   0.05485287   0.01455852
3776.00   0.05667878   0.01444094
3778.00   0.03746517   0.01432982
3780.00   0.04815105   0.01424271
3782.00   0.05777740   0.01413728
3784.00   0.04053109   0.01399424
3786.00   0.05744148   0.01403941
3788.00   0.09200320   0.01422449
3790.00   0.05491440   0.01425939
3792.00   0.07327886   0.01400059
3794.00   0.04077410   0.01334594
3796.00   0.07790872   0.01338860
3798.00   0.03674533   0.01319474
3800.00   0.04813145   0.01370839
3802.00   0.04733983   0.01371030
3804.00   0.06181821   0.01343912
3806.00   0.07704466   0.01358035
3808.00   0.07750268   0.01353206
3810.00   0.07160398   0.01377597
3812.00   0.07602124   0.01387891
3814.00   0.04917663   0.01344530
3816.00   0.05578082   0.01334618
3818.00   0.07050954   0.01324267
3820.00   0.05368182   0.01307372
3822.00   0.06039405   0.01298727
3824.00   0.06169507   0.01304518
3826.00   0.07517888   0.01359096
3828.00   0.05146835   0.01378393
3830.00   0.11446392   0.01391179
3832.00   0.04911820   0.01316906
3834.00   0.05555174   0.01301532
3836.00   0.09787567   0.01430555
3838.00   0.10840903   0.01618511
3840.00   0.18692400   0.01766370
3842.00   0.18228653   0.01694028
3844.00   0.10535790   0.01394355
3846.00   0.06912411   0.01228837
3848.00   0.08463929   0.01213522
3850.00   0.04483747   0.01216559
3852.00   0.06013301   0.01283827
3854.00   0.06097898   0.01295165
3856.00   0.05562587   0.01265821
3858.00   0.04215070   0.01212351
3860.00   0.05071445   0.01204521
3862.00   0.05618225   0.01187533
3864.00   0.05322354   0.01179070
3866.00   0.05716104   0.01201892
3868.00   0.03902703   0.01197309
3870.00   0.06552905   0.01231490
3872.00   0.05325900   0.01244865
3874.00   0.04499331   0.01267965
3876.00   0.06129580   0.01231632
3878.00   0.07805929   0.01214204
3880.00   0.03970880   0.01172906
3882.00   0.06123131   0.01145519
3884.00   0.04400420   0.01132917
3886.00   0.04423856   0.01136717
3888.00   0.05460323   0.01148228
3890.00   0.04677211   0.01180923
3892.00   0.04759431   0.01204962
3894.00   0.05871851   0.01245418
3896.00   0.06755466   0.01243974
3898.00   0.05648234   0.01252031
3900.00   0.05933627   0.01244119
3902.00   0.07795200   0.01254781
3904.00   0.05488852   0.01320430
3906.00   0.05592570   0.01382981
3908.00   0.04106495   0.01370395
3910.00   0.05054292   0.01367750
3912.00   0.03329985   0.01304760
3914.00   0.06554870   0.01236633
3916.00   0.05861639   0.01209758
3918.00   0.05531882   0.01199152
3920.00   0.04041016   0.01188692
3922.00   0.05206135   0.01199944
3924.00   0.05364062   0.01203683
3926.00   0.03940829   0.01206457
3928.00   0.06324661   0.01193989
3930.00   0.06069632   0.01188181
3932.00   0.03931374   0.01189020
3934.00   0.04125621   0.01161930
3936.00   0.05959441   0.01168224
3938.00   0.05537946   0.01161840
3940.00   0.05435411   0.01189714
3942.00   0.06811117   0.01210470
3944.00   0.05405534   0.01184979
3946.00   0.05356652   0.01122352
3948.00   0.05091697   0.01085778
3950.00   0.06918628   0.01070788
3952.00   0.03588849   0.01051314
3954.00   0.03092507   0.01043803
3956.00   0.07158784   0.01089725
3958.00   0.05519551   0.01173793
3960.00   0.04355621   0.01189084
3962.00   0.04508251   0.01168078
3964.00   0.06286382   0.01115139
3966.00   0.07137584   0.01120921
3968.00   0.05051252   0.01123076
3970.00   0.06195778   0.01156287
3972.00   0.07767822   0.01172814
3974.00   0.06002215   0.01152973
3976.00   0.05841356   0.01168045
3978.00   0.05205481   0.01172313
3980.00   0.09841608   0.01204528
3982.00   0.07084449   0.01184979
3984.00   0.05833825   0.01178246
3986.00   0.05596010   0.01185557
3988.00   0.06351805   0.01171691
3990.00   0.07919543   0.01165124
3992.00   0.07034351   0.01150462
3994.00   0.09364976   0.01211142
3996.00   0.08325973   0.01202389
3998.00   0.09321624   0.01171062
4000.00   0.06626449   0.01119390
4002.00   0.07031444   0.01087815
4004.00   0.06195512   0.01076364
4006.00   0.08515124   0.01111407
4008.00   0.06380147   0.01127093
4010.00   0.07950627   0.01126224
4012.00   0.07018713   0.01134156
4014.00   0.06608161   0.01135792
4016.00   0.06139072   0.01202338
4018.00   0.06834827   0.01302927
4020.00   0.06747083   0.01375939
4022.00   0.06647288   0.01386974
4024.00   0.06119325   0.01330007
4026.00   0.09749527   0.01266688
4028.00   0.08978552   0.01252561
4030.00   0.11377341   0.01247947
4032.00   0.08607356   0.01214632
4034.00   0.11311661   0.01228286
4036.00   0.11827503   0.01213158
4038.00   0.09869833   0.01199297
4040.00   0.08790375   0.01216579
4042.00   0.12118724   0.01480800
4044.00   0.08548509   0.02177142
4046.00   0.09006819   0.02278547
4048.00   0.11877315   0.01688694
4050.00   0.10837226   0.01218295
4052.00   0.09569530   0.01196135
4054.00   0.08355619   0.01193053
4056.00   0.10317006   0.01181187
4058.00   0.12326757   0.01177157
4060.00   0.12104005   0.01182428
4062.00   0.09794533   0.01167045
4064.00   0.09954310   0.01175035
4066.00   0.10558913   0.01183974
4068.00   0.09868203   0.01167875
4070.00   0.07397588   0.01150422
4072.00   0.07594338   0.01142449
4074.00   0.11375098   0.01243798
4076.00   0.10949045   0.01355949
4078.00   0.10692261   0.01330718
4080.00   0.10585817   0.01228345
4082.00   0.10344112   0.01187503
4084.00   0.10931272   0.01143056
4086.00   0.11566029   0.01105375
4088.00   0.08574627   0.01028557
4090.00   0.10018303   0.01043132
4092.00   0.10251933   0.01033768
4094.00   0.08775640   0.01047296
4096.00   0.08502325   0.01063089
4098.00   0.10740830   0.01105221
4100.00   0.07063233   0.01091719
4102.00   0.08430473   0.01085161
4104.00   0.05871729   0.01094533
4106.00   0.10296103   0.01126356
4108.00   0.11020450   0.01127992
4110.00   0.11986872   0.01141041
4112.00   0.10406347   0.01134148
4114.00   0.10484926   0.01153454
4116.00   0.10030225   0.01132704
4118.00   0.10631242   0.01112108
4120.00   0.10494069   0.01119207
4122.00   0.10584526   0.01135124
4124.00   0.09370226   0.01132560
4126.00   0.09718872   0.01128889
4128.00   0.10009757   0.01128148
4130.00   0.11524985   0.01153941
4132.00   0.09349750   0.01172319
4134.00   0.08816005   0.01155261
4136.00   0.11593185   0.01153346
4138.00   0.11124939   0.01176286
4140.00   0.09949905   0.01173329
4142.00   0.07770843   0.01122562
4144.00   0.08698813   0.01108418
4146.00   0.08732096   0.01101072
4148.00   0.09002528   0.01119682
4150.00   0.09677844   0.01160695
4152.00   0.11899985   0.01164879
4154.00   0.08539718   0.01118832
4156.00   0.09300983   0.01107503
4158.00   0.09240392   0.01128219
4160.00   0.10109589   0.01137544
4162.00   0.11404251   0.01184714
4164.00   0.09048482   0.01207586
4166.00   0.12530699   0.01155097
4168.00   0.10892399   0.01112092
4170.00   0.10370184   0.01114415
4172.00   0.08878925   0.01093991
4174.00   0.08993152   0.01086569
4176.00   0.08585073   0.01099383
4178.00   0.09200794   0.01094714
4180.00   0.09841942   0.01077649
4182.00   0.11063804   0.01087570
4184.00   0.09999859   0.01072490
4186.00   0.11272726   0.01059722
4188.00   0.08609369   0.01065257
4190.00   0.10456281   0.01072886
4192.00   0.07716113   0.01073879
4194.00   0.07921785   0.01063703
4196.00   0.10831639   0.01062629
4198.00   0.08707102   0.01057447
4200.00   0.07214084   0.01025720
4202.00   0.06013960   0.01036601
4204.00   0.07761441   0.01069332
4206.00   0.10074493   0.01069799
4208.00   0.08315288   0.01074946
4210.00   0.07411905   0.01077414
4212.00   0.08204203   0.01071987
4214.00   0.09853393   0.01077373
4216.00   0.07600266   0.01053055
4218.00   0.09445654   0.01030986
4220.00   0.06427965   0.01008472
4222.00   0.07629806   0.00995387
4224.00   0.07657011   0.01002614
4226.00   0.06699768   0.01002429
4228.00   0.04873944   0.00979615
4230.00   0.05307937   0.01003986
4232.00   0.05642354   0.01023896
4234.00   0.02962494   0.01026227
4236.00   0.06452516   0.01049208
4238.00   0.07878316   0.01063160
4240.00   0.05698276   0.01041817
4242.00   0.05856106   0.01051436
4244.00   0.04394595   0.01140160
4246.00   0.09818780   0.01197180
4248.00   0.07208979   0.01126512
4250.00   0.06976819   0.01062820
4252.00   0.07962353   0.01056445
4254.00   0.08070286   0.01061044
4256.00   0.07410307   0.01056803
4258.00   0.08996829   0.01055258
4260.00   0.06969728   0.01044138
4262.00   0.05674541   0.01055395
4264.00   0.06455158   0.01054567
4266.00   0.07460461   0.01048295
4268.00   0.06640600   0.01035481
4270.00   0.06930451   0.01032918
4272.00   0.06914914   0.01045199
4274.00   0.06021914   0.01050678
4276.00   0.06519645   0.01047186
4278.00   0.06897517   0.01061455
4280.00   0.05809717   0.01055248
4282.00   0.07606938   0.01064951
4284.00   0.07384573   0.01068261
4286.00   0.07363485   0.01054887
4288.00   0.06669736   0.01053626
