# File created by shivutils (I.Shivvers)
# wl(A)   flm(10^-15 erg/s/cm2/AA)    er(optional)
3760.00   0.66690886   0.04359546
3762.00   0.66328669   0.04355232
3764.00   0.67894268   0.04334150
3766.00   0.67619246   0.04324091
3768.00   0.69237489   0.04337265
3770.00   0.69230849   0.04441977
3772.00   0.78139979   0.04591710
3774.00   0.73067838   0.04582792
3776.00   0.68397993   0.04588305
3778.00   0.73050523   0.04639277
3780.00   0.69136333   0.04623710
3782.00   0.67682177   0.04604876
3784.00   0.76955497   0.04534029
3786.00   0.70841396   0.04329941
3788.00   0.73837578   0.04264943
3790.00   0.70458257   0.04269050
3792.00   0.72327131   0.04225695
3794.00   0.72351593   0.04098000
3796.00   0.82187051   0.04058531
3798.00   0.81275278   0.04047026
3800.00   0.72643626   0.04125581
3802.00   0.79957408   0.04321316
3804.00   0.75753534   0.04308750
3806.00   0.71892142   0.04183021
3808.00   0.80313796   0.04248481
3810.00   0.75544941   0.04265974
3812.00   0.70235002   0.04080698
3814.00   0.78017449   0.03953474
3816.00   0.74585634   0.03903356
3818.00   0.70783824   0.03820807
3820.00   0.67897093   0.03721435
3822.00   0.78174627   0.03761392
3824.00   0.72537720   0.03633606
3826.00   0.79673970   0.03556483
3828.00   0.77510959   0.03670584
3830.00   0.82854581   0.03671816
3832.00   0.73873073   0.03548307
3834.00   0.74232239   0.03493176
3836.00   0.80760884   0.03569130
3838.00   0.78828210   0.03588189
3840.00   0.87894261   0.03766657
3842.00   0.85845220   0.03924586
3844.00   0.86774522   0.03944061
3846.00   0.72851843   0.03803737
3848.00   0.77155513   0.03784626
3850.00   0.74564809   0.03740689
3852.00   0.70334178   0.03725667
3854.00   0.74750823   0.03681319
3856.00   0.68835187   0.03556643
3858.00   0.64763886   0.03453815
3860.00   0.68088508   0.03495307
3862.00   0.73111773   0.03703131
3864.00   0.66270316   0.03698552
3866.00   0.69559216   0.03652241
3868.00   0.75461650   0.03598245
3870.00   0.67789018   0.03445241
3872.00   0.69730115   0.03523865
3874.00   0.60000217   0.03633653
3876.00   0.60696405   0.03601639
3878.00   0.61667436   0.03507646
3880.00   0.54740924   0.03417226
3882.00   0.57183665   0.03485134
3884.00   0.50217211   0.03428911
3886.00   0.57713389   0.03384420
3888.00   0.57069635   0.03407177
3890.00   0.58298713   0.03505025
3892.00   0.54832518   0.03608316
3894.00   0.58019799   0.03647261
3896.00   0.50291097   0.03626613
3898.00   0.52106619   0.03612366
3900.00   0.54255754   0.03609541
3902.00   0.58751208   0.03643984
3904.00   0.47150570   0.03582394
3906.00   0.50813234   0.03740278
3908.00   0.56078333   0.03853719
3910.00   0.51059473   0.04023682
3912.00   0.55054712   0.04277268
3914.00   0.53754395   0.04102453
3916.00   0.51946551   0.03594053
3918.00   0.49361601   0.03341641
3920.00   0.49324235   0.03216973
3922.00   0.51541781   0.03210815
3924.00   0.54170704   0.03213743
3926.00   0.50469077   0.03048345
3928.00   0.47467455   0.02818779
3930.00   0.48165789   0.02657358
3932.00   0.50971931   0.02609160
3934.00   0.53268880   0.02622619
3936.00   0.52699941   0.02685211
3938.00   0.51053935   0.02856040
3940.00   0.54117858   0.03012327
3942.00   0.51672179   0.03049092
3944.00   0.54390270   0.03132335
3946.00   0.58729213   0.03202693
3948.00   0.53238529   0.03211547
3950.00   0.61260301   0.03239033
3952.00   0.52990878   0.03206718
3954.00   0.50981897   0.03160201
3956.00   0.55745101   0.03182619
3958.00   0.50634909   0.03141813
3960.00   0.59149981   0.03090733
3962.00   0.58224356   0.02937277
3964.00   0.55976993   0.02764655
3966.00   0.53535968   0.02572634
3968.00   0.57721990   0.02512055
3970.00   0.59401572   0.02632974
3972.00   0.61227936   0.02827477
3974.00   0.62210488   0.02998470
3976.00   0.61048400   0.03100166
3978.00   0.60008359   0.03202637
3980.00   0.67055982   0.03273231
3982.00   0.64551580   0.03268713
3984.00   0.70822883   0.03275025
3986.00   0.68875855   0.03292797
3988.00   0.79755074   0.03377505
3990.00   0.63670695   0.03354833
3992.00   0.74491698   0.03400912
3994.00   0.69994462   0.03372291
3996.00   0.76227874   0.03356303
3998.00   0.78637350   0.03378214
4000.00   0.71565747   0.03363789
4002.00   0.73552668   0.03361062
4004.00   0.73083311   0.03266128
4006.00   0.72503978   0.03261590
4008.00   0.74274862   0.03341159
4010.00   0.73694617   0.03374580
4012.00   0.78277063   0.03391843
4014.00   0.71404761   0.03421907
4016.00   0.85126424   0.03433847
4018.00   0.75263268   0.03446180
4020.00   0.84892482   0.03575979
4022.00   0.82191366   0.03554310
4024.00   0.90766734   0.03547097
4026.00   0.88777536   0.03500720
4028.00   0.81366813   0.03422890
4030.00   0.79000425   0.03338508
4032.00   0.87767881   0.03280332
4034.00   0.89517504   0.03330276
4036.00   0.83351982   0.03377584
4038.00   0.95204186   0.03433021
4040.00   0.97074956   0.03408815
4042.00   0.86189663   0.03393528
4044.00   0.87817550   0.03692016
4046.00   0.96438795   0.04007484
4048.00   0.87184125   0.03808995
4050.00   0.93460453   0.03426073
4052.00   0.85617691   0.03305176
4054.00   0.92043823   0.03284705
4056.00   0.96928871   0.03277983
4058.00   1.01570594   0.03280763
4060.00   0.99235821   0.03286263
4062.00   1.02345216   0.03209431
4064.00   1.02629578   0.03191850
4066.00   0.95994586   0.03241107
4068.00   1.03929925   0.03310045
4070.00   1.03413773   0.03271717
4072.00   0.97894257   0.03224905
4074.00   0.98715621   0.03243102
4076.00   0.98425162   0.03279357
4078.00   1.05219734   0.03304456
4080.00   1.03635621   0.03309417
4082.00   1.04799294   0.03285730
4084.00   0.99733591   0.03221422
4086.00   0.96697319   0.03234752
4088.00   1.03130126   0.03274532
4090.00   0.98809999   0.03203271
4092.00   1.11431563   0.03209273
4094.00   1.04214680   0.03156560
4096.00   1.10543764   0.03152280
4098.00   1.08949876   0.03078944
4100.00   1.02784669   0.02994522
4102.00   1.04413033   0.02975004
4104.00   1.04642355   0.03054496
4106.00   1.07672155   0.03122813
4108.00   1.06874430   0.03138813
4110.00   1.04807472   0.03124258
4112.00   1.10391235   0.03160029
4114.00   1.02561724   0.03182792
4116.00   1.07897937   0.03172163
4118.00   1.08098745   0.03134195
4120.00   1.05016005   0.03102386
4122.00   1.07111406   0.03127022
4124.00   1.03724384   0.03112055
4126.00   1.03458381   0.03086866
4128.00   0.97939175   0.03048498
4130.00   1.02120638   0.03033716
4132.00   0.99779558   0.02991391
4134.00   0.96054745   0.03003871
4136.00   0.95482725   0.03034397
4138.00   0.97014320   0.03077122
4140.00   0.98392057   0.03069843
4142.00   0.99922740   0.02969020
4144.00   0.91572273   0.02931609
4146.00   0.95680958   0.02993254
4148.00   0.89084971   0.02951417
4150.00   0.87989980   0.02968913
4152.00   0.92074543   0.02982103
4154.00   0.91474259   0.02921295
4156.00   0.91174227   0.02909419
4158.00   0.88411683   0.02934817
4160.00   0.85284477   0.02965417
4162.00   0.90573502   0.03011108
4164.00   0.86839044   0.03027731
4166.00   0.93609351   0.02985115
4168.00   0.84134138   0.02899921
4170.00   0.83700645   0.02858368
4172.00   0.85623455   0.02795433
4174.00   0.82311404   0.02758023
4176.00   0.87283069   0.02815077
4178.00   0.83110607   0.02803621
4180.00   0.86266786   0.02808062
4182.00   0.78663135   0.02760940
4184.00   0.84256911   0.02770567
4186.00   0.81608981   0.02743299
4188.00   0.90562236   0.02762545
4190.00   0.83564705   0.02779938
4192.00   0.83451736   0.02805229
4194.00   0.89592522   0.02788398
4196.00   0.78168702   0.02697754
4198.00   0.79695648   0.02681385
4200.00   0.78569329   0.02650364
4202.00   0.74116427   0.02649922
4204.00   0.76803112   0.02703164
4206.00   0.86718720   0.02771646
4208.00   0.82696807   0.02764171
4210.00   0.84099108   0.02770634
4212.00   0.82654226   0.02763817
4214.00   0.81706095   0.02718027
4216.00   0.77875423   0.02676851
4218.00   0.79850948   0.02701197
4220.00   0.79895318   0.02711233
4222.00   0.78833836   0.02657383
4224.00   0.79943126   0.02546532
4226.00   0.82955647   0.02500233
4228.00   0.82815903   0.02585150
4230.00   0.79137683   0.02674756
4232.00   0.82800984   0.02698094
4234.00   0.82693601   0.02661119
4236.00   0.82540262   0.02645392
4238.00   0.79707628   0.02623395
4240.00   0.81862938   0.02618827
4242.00   0.83232057   0.02633437
4244.00   0.81647837   0.02677737
4246.00   0.81162918   0.02712005
4248.00   0.71735036   0.02600947
4250.00   0.72323334   0.02538306
4252.00   0.75518113   0.02562832
4254.00   0.71501559   0.02571822
4256.00   0.72599083   0.02583500
4258.00   0.75859696   0.02534486
4260.00   0.75525695   0.02496128
4262.00   0.75102168   0.02540757
4264.00   0.71316397   0.02597170
4266.00   0.74232030   0.02606545
4268.00   0.77645415   0.02543490
4270.00   0.67262006   0.02441669
4272.00   0.72562873   0.02416023
4274.00   0.71659851   0.02478849
4276.00   0.71197033   0.02560323
4278.00   0.74515808   0.02560925
4280.00   0.69554877   0.02474175
4282.00   0.76670867   0.02468622
4284.00   0.71286821   0.02444501
4286.00   0.68684679   0.02400154
4288.00   0.66577405   0.02365639
4290.00   0.71204209   0.02373473
4292.00   0.67005205   0.02390532
4294.00   0.64455009   0.02395415
4296.00   0.65092647   0.02329326
4298.00   0.61989635   0.02237879
4300.00   0.65813601   0.02189154
4302.00   0.63556981   0.02186575
4304.00   0.67028630   0.02215703
4306.00   0.65366644   0.02194865
4308.00   0.65171444   0.02147628
4310.00   0.66473180   0.02181811
4312.00   0.68899852   0.02305559
4314.00   0.67723870   0.02432107
4316.00   0.65870589   0.02487877
4318.00   0.66921324   0.02516394
4320.00   0.68164033   0.02508595
4322.00   0.62879848   0.02403120
4324.00   0.65952075   0.02324869
4326.00   0.67222857   0.02341775
4328.00   0.71497869   0.02413279
4330.00   0.69192964   0.02435409
4332.00   0.68852228   0.02430508
4334.00   0.74834538   0.02428817
4336.00   0.69441974   0.02361581
4338.00   0.69317836   0.02275092
4340.00   0.65372962   0.02247077
4342.00   0.72059715   0.02314231
4344.00   0.70286775   0.02383934
4346.00   0.76050413   0.02455493
4348.00   0.67925483   0.02447104
4350.00   0.70527220   0.02385737
4352.00   0.71333092   0.02352157
4354.00   0.73318720   0.02455358
4356.00   0.72706383   0.03101858
4358.00   0.72715342   0.03433914
4360.00   0.72210062   0.03122906
4362.00   0.68701142   0.02614241
4364.00   0.69765341   0.02473132
4366.00   0.70758635   0.02445178
4368.00   0.68228078   0.02406527
4370.00   0.70905370   0.02404801
4372.00   0.77763182   0.02417454
4374.00   0.71755159   0.02403752
4376.00   0.73495865   0.02402601
4378.00   0.77223694   0.02410839
4380.00   0.68299675   0.02352745
4382.00   0.75555986   0.02277644
4384.00   0.71482402   0.02223396
4386.00   0.68331504   0.02246255
4388.00   0.75448406   0.02284029
4390.00   0.73764813   0.02294772
4392.00   0.70724809   0.02286229
4394.00   0.70760536   0.02286131
4396.00   0.76604170   0.02333740
4398.00   0.68906993   0.02329777
4400.00   0.68213147   0.02307480
4402.00   0.75348896   0.02302586
4404.00   0.71989530   0.02261144
4406.00   0.73695260   0.02274527
4408.00   0.73232424   0.02307881
4410.00   0.70749629   0.02334453
4412.00   0.65307260   0.02344004
4414.00   0.69249302   0.02326978
4416.00   0.70668995   0.02320558
4418.00   0.74902719   0.02353021
4420.00   0.70688438   0.02348884
4422.00   0.73600775   0.02327887
4424.00   0.70457780   0.02306954
4426.00   0.72216159   0.02315844
4428.00   0.73959351   0.02314745
4430.00   0.73679876   0.02304860
4432.00   0.74107033   0.02268923
4434.00   0.68945807   0.02247469
4436.00   0.73830289   0.02276640
4438.00   0.73343557   0.02309646
4440.00   0.74103040   0.02282069
4442.00   0.74677587   0.02249198
4444.00   0.69138128   0.02252308
4446.00   0.75853717   0.02279528
4448.00   0.71830791   0.02262376
4450.00   0.68470210   0.02244975
4452.00   0.70467752   0.02239254
4454.00   0.69486737   0.02197064
4456.00   0.72636753   0.02192842
4458.00   0.69289070   0.02186745
4460.00   0.67663211   0.02180769
4462.00   0.69287205   0.02210227
4464.00   0.70772123   0.02221715
4466.00   0.67371708   0.02227957
4468.00   0.71377701   0.02222408
4470.00   0.70766544   0.02216354
4472.00   0.74089831   0.02254160
4474.00   0.70700300   0.02238360
4476.00   0.70208132   0.02221360
4478.00   0.69506842   0.02192915
4480.00   0.65844840   0.02143636
4482.00   0.69589067   0.02154666
4484.00   0.68983191   0.02191737
4486.00   0.68112051   0.02210941
4488.00   0.69522244   0.02194865
4490.00   0.64675581   0.02176796
4492.00   0.66432744   0.02196399
4494.00   0.60381383   0.02172281
4496.00   0.65972883   0.02198460
4498.00   0.72027081   0.02221534
4500.00   0.66673744   0.02205345
4502.00   0.64200914   0.02189381
4504.00   0.67935187   0.02212789
4506.00   0.64976811   0.02194865
4508.00   0.65776587   0.02187173
4510.00   0.60734969   0.02178074
4512.00   0.65188932   0.02175736
4514.00   0.63828593   0.02157523
4516.00   0.63239425   0.02150462
4518.00   0.64083815   0.02149447
4520.00   0.62861294   0.02144918
4522.00   0.59026504   0.02122310
4524.00   0.61780053   0.02106210
4526.00   0.65480828   0.02085637
4528.00   0.63732499   0.02064752
4530.00   0.59318399   0.02067335
4532.00   0.62708122   0.02073496
4534.00   0.61091262   0.02070091
4536.00   0.60713613   0.02089771
4538.00   0.59054959   0.02109213
4540.00   0.56504613   0.02096785
4542.00   0.57601988   0.02093743
4544.00   0.59064740   0.02099662
4546.00   0.57772934   0.02071604
4548.00   0.58099061   0.02060546
4550.00   0.58980197   0.02049069
4552.00   0.61050934   0.02056179
4554.00   0.63271630   0.02074956
4556.00   0.61568296   0.02076507
4558.00   0.60951805   0.02080719
4560.00   0.60965902   0.02087625
4562.00   0.61872286   0.02075076
4564.00   0.60951042   0.02051095
4566.00   0.60150731   0.02062316
4568.00   0.63920778   0.02078293
4570.00   0.60293382   0.02055539
4572.00   0.61496705   0.02053817
4574.00   0.64377475   0.02056642
4576.00   0.60937649   0.02046817
4578.00   0.63883770   0.02033390
4580.00   0.66614640   0.02023518
4582.00   0.65026957   0.02012166
4584.00   0.64430642   0.01997456
4586.00   0.68371463   0.02033633
4588.00   0.72888404   0.02056849
4590.00   0.66038054   0.02031231
4592.00   0.66751844   0.02029899
4594.00   0.72104079   0.02031191
4596.00   0.68255383   0.02027337
4598.00   0.70999968   0.02028235
4600.00   0.76942223   0.02032446
4602.00   0.76209414   0.02022326
4604.00   0.71687269   0.02000243
4606.00   0.74582803   0.02023468
4608.00   0.76826066   0.02038436
4610.00   0.76001978   0.02060196
4612.00   0.74188191   0.02037475
4614.00   0.72816712   0.02034791
4616.00   0.78299719   0.02042955
4618.00   0.76755732   0.02038264
4620.00   0.73167616   0.02039492
4622.00   0.78882188   0.02062425
4624.00   0.80879289   0.02055140
4626.00   0.82784593   0.02062598
4628.00   0.78228390   0.02039997
4630.00   0.80507737   0.02040510
4632.00   0.78894216   0.02028382
4634.00   0.81358570   0.02034043
4636.00   0.78120714   0.02023007
4638.00   0.81376672   0.02036748
4640.00   0.80747038   0.02030552
4642.00   0.84247553   0.02057384
4644.00   0.82994449   0.02042388
4646.00   0.83824569   0.02028726
4648.00   0.83240044   0.02031853
4650.00   0.87688887   0.02067533
4652.00   0.86415648   0.02066927
4654.00   0.85743862   0.02052952
4656.00   0.87352687   0.02067649
4658.00   0.86107242   0.02086682
4660.00   0.86070448   0.02098271
4662.00   0.86464536   0.02089853
4664.00   0.90124291   0.02077953
4666.00   0.89969504   0.02043280
4668.00   0.91971952   0.02051606
4670.00   0.97389251   0.02093036
4672.00   0.93239063   0.02091931
4674.00   0.96445245   0.02105223
4676.00   0.94478315   0.02097354
4678.00   0.90256661   0.02060094
4680.00   0.94552952   0.02061800
4682.00   0.97206980   0.02073842
4684.00   0.92745095   0.02064923
4686.00   0.94712722   0.02075548
4688.00   0.96979028   0.02068628
4690.00   0.96977514   0.02068172
4692.00   0.99083608   0.02074959
4694.00   0.94366592   0.02071708
4696.00   0.97186553   0.02082355
4698.00   0.97856992   0.02066988
4700.00   0.98954344   0.02053316
4702.00   1.03225994   0.02046725
4704.00   0.99518663   0.02044500
4706.00   1.01692629   0.02060982
4708.00   1.01653659   0.02073880
4710.00   1.07978058   0.02094668
4712.00   1.06729317   0.02090116
4714.00   1.06227803   0.02085276
4716.00   1.07266462   0.02081664
4718.00   1.07558107   0.02096479
4720.00   1.10061264   0.02097563
4722.00   1.05169797   0.02088007
4724.00   1.04131150   0.02085161
4726.00   1.07489204   0.02094664
4728.00   1.09153700   0.02104659
4730.00   1.04002953   0.02092913
4732.00   1.04957044   0.02094173
4734.00   1.04693031   0.02094423
4736.00   1.03651226   0.02105163
4738.00   1.09981501   0.02125730
4740.00   1.03993499   0.02132587
4742.00   1.06988585   0.02153045
4744.00   1.06565130   0.02141757
4746.00   1.08366394   0.02112431
4748.00   1.04486954   0.02079363
4750.00   1.05101812   0.02071025
4752.00   1.08523035   0.02086692
4754.00   1.08871830   0.02065886
4756.00   1.08180106   0.02044999
4758.00   1.07348645   0.02044363
4760.00   1.03525972   0.02028738
4762.00   1.05858123   0.02024668
4764.00   1.07525527   0.02012485
4766.00   1.05781722   0.02002237
4768.00   1.01278615   0.02000567
4770.00   1.02373230   0.02002255
4772.00   1.01831913   0.02000248
4774.00   0.99992186   0.01999317
4776.00   1.04045475   0.02018573
4778.00   1.00480318   0.02022205
4780.00   1.01999021   0.02027294
4782.00   1.00074482   0.01993192
4784.00   0.98666513   0.01968487
4786.00   0.99175018   0.01963589
4788.00   1.00121272   0.01958143
4790.00   0.95396042   0.01954080
4792.00   1.01663160   0.01969133
4794.00   0.95254087   0.01957874
4796.00   0.93188655   0.01942300
4798.00   0.90454304   0.01915878
4800.00   0.94516480   0.01928085
4802.00   0.95898265   0.01944074
4804.00   0.95172673   0.01935163
4806.00   0.88923270   0.01910988
4808.00   0.89360487   0.01903662
4810.00   0.92210984   0.01901230
4812.00   0.90789855   0.01909250
4814.00   0.90880162   0.01902154
4816.00   0.87940311   0.01901267
4818.00   0.86875582   0.01909030
4820.00   0.88682961   0.01911587
4822.00   0.87228972   0.01903986
4824.00   0.83506829   0.01878328
4826.00   0.82330424   0.01884832
4828.00   0.80480498   0.01868755
4830.00   0.81084067   0.01875198
4832.00   0.82421029   0.01878840
4834.00   0.81874216   0.01880092
4836.00   0.82309783   0.01874637
4838.00   0.84423339   0.01871724
4840.00   0.81047165   0.01857274
4842.00   0.81067300   0.01855131
4844.00   0.80829394   0.01846164
4846.00   0.78903884   0.01846016
4848.00   0.78246427   0.01842616
4850.00   0.77651858   0.01835964
4852.00   0.74164397   0.01819989
4854.00   0.73504800   0.01801293
4856.00   0.78642911   0.01794775
4858.00   0.74400496   0.01749549
4860.00   0.77320176   0.01726943
4862.00   0.72936678   0.01714777
4864.00   0.71453929   0.01742314
4866.00   0.75119406   0.01772961
4868.00   0.73000222   0.01780561
4870.00   0.73896736   0.01770684
4872.00   0.68652350   0.01751627
4874.00   0.70257056   0.01755695
4876.00   0.70646292   0.01772786
4878.00   0.71353567   0.01796402
4880.00   0.69401157   0.01790746
4882.00   0.69962329   0.01769638
4884.00   0.69369811   0.01751101
4886.00   0.69672346   0.01740937
4888.00   0.68054575   0.01720267
4890.00   0.67161679   0.01710350
4892.00   0.66920030   0.01719889
4894.00   0.64732939   0.01745488
4896.00   0.63704151   0.01754893
4898.00   0.66510773   0.01753378
4900.00   0.64835012   0.01743550
4902.00   0.69204879   0.01748101
4904.00   0.66656154   0.01740956
4906.00   0.67761713   0.01753306
4908.00   0.63809854   0.01729240
4910.00   0.64853895   0.01714164
4912.00   0.68087995   0.01722429
4914.00   0.63960999   0.01725214
4916.00   0.64079565   0.01726235
4918.00   0.62776095   0.01694458
4920.00   0.62644815   0.01682188
4922.00   0.67099637   0.01685583
4924.00   0.63212287   0.01687399
4926.00   0.67255598   0.01710918
4928.00   0.66121769   0.01717806
4930.00   0.66700530   0.01722020
4932.00   0.65867424   0.01710322
4934.00   0.66511047   0.01698760
4936.00   0.67569947   0.01697929
4938.00   0.66559350   0.01691022
4940.00   0.68226916   0.01703301
4942.00   0.66877836   0.01711015
4944.00   0.68008989   0.01718049
4946.00   0.67744416   0.01711423
4948.00   0.67183691   0.01714823
4950.00   0.68309462   0.01721696
4952.00   0.72571826   0.01741813
4954.00   0.69465274   0.01720985
4956.00   0.69139850   0.01702382
4958.00   0.75929105   0.01715005
4960.00   0.73838407   0.01724650
4962.00   0.73673385   0.01729876
4964.00   0.74903828   0.01733754
4966.00   0.72049773   0.01734119
4968.00   0.71621114   0.01724902
4970.00   0.73618531   0.01735975
4972.00   0.73081839   0.01747394
4974.00   0.74248594   0.01772053
4976.00   0.70514673   0.01770335
4978.00   0.73945898   0.01789739
4980.00   0.72554177   0.01785768
4982.00   0.69511950   0.01777843
4984.00   0.70914656   0.01770782
4986.00   0.68067765   0.01772521
4988.00   0.72697037   0.01770260
4990.00   0.68355829   0.01744201
4992.00   0.69324470   0.01742256
4994.00   0.68907052   0.01728374
4996.00   0.74422359   0.01710390
4998.00   0.67174292   0.01680336
5000.00   0.70173186   0.01669277
5002.00   0.73485863   0.01660582
5004.00   0.70139509   0.01643490
5006.00   0.71854961   0.01651636
5008.00   0.78973293   0.01686756
5010.00   0.78324920   0.01689817
5012.00   0.75153053   0.01659803
5014.00   0.74661386   0.01627479
5016.00   0.71710879   0.01624350
5018.00   0.69544268   0.01617649
5020.00   0.68681806   0.01611415
5022.00   0.70070124   0.01625826
5024.00   0.72610402   0.01625292
5026.00   0.70755070   0.01609566
5028.00   0.70176709   0.01620626
5030.00   0.72384346   0.01656724
5032.00   0.71691245   0.01703546
5034.00   0.67162549   0.01610140
5036.00   0.69938278   0.01604335
5038.00   0.71493930   0.01597399
5040.00   0.70495039   0.01584392
5042.00   0.72222143   0.01586926
5044.00   0.76568764   0.01625031
5046.00   0.75310570   0.01621518
5048.00   0.75575632   0.01620726
5050.00   0.77522856   0.01630560
5052.00   0.75266552   0.01619532
5054.00   0.78192490   0.01642051
5056.00   0.76001614   0.01638072
5058.00   0.75355518   0.01641828
5060.00   0.75692195   0.01656024
5062.00   0.79545420   0.01668952
5064.00   0.78687942   0.01664486
5066.00   0.71896660   0.01637299
5068.00   0.82504809   0.01682778
5070.00   0.79158336   0.01677356
5072.00   0.77783459   0.01672960
5074.00   0.79945868   0.01668898
5076.00   0.78461093   0.01656655
5078.00   0.79376656   0.01655817
5080.00   0.77357793   0.01684121
5082.00   0.79729873   0.01742848
5084.00   0.79838324   0.01771008
5086.00   0.78016168   0.01780350
5088.00   0.77438486   0.01747373
5090.00   0.79733253   0.01714392
5092.00   0.78987616   0.01676999
5094.00   0.79838121   0.01676101
5096.00   0.79780370   0.01673614
5098.00   0.79445875   0.01677689
5100.00   0.78972334   0.01679391
5102.00   0.78684932   0.01673676
5104.00   0.79036325   0.01656734
5106.00   0.80458760   0.01652210
5108.00   0.79966176   0.01640755
5110.00   0.78869128   0.01641802
5112.00   0.80593479   0.01654708
5114.00   0.79314429   0.01655330
5116.00   0.77248085   0.01654231
5118.00   0.80227298   0.01655613
5120.00   0.75416845   0.01629584
5122.00   0.76127923   0.01618721
5124.00   0.77600634   0.01612466
5126.00   0.74319810   0.01592046
5128.00   0.77010423   0.01603121
5130.00   0.73857868   0.01598306
5132.00   0.76321667   0.01600974
5134.00   0.75015831   0.01596994
5136.00   0.76370764   0.01594721
5138.00   0.77450573   0.01586096
5140.00   0.73765147   0.01582087
5142.00   0.75750852   0.01581143
5144.00   0.71771866   0.01579548
5146.00   0.71966207   0.01581555
5148.00   0.69760019   0.01591301
5150.00   0.75298661   0.01603586
5152.00   0.72933877   0.01598398
5154.00   0.68181843   0.01597668
5156.00   0.67611134   0.01589538
5158.00   0.72164512   0.01599430
5160.00   0.72002679   0.01587989
5162.00   0.69996673   0.01567593
5164.00   0.65389544   0.01528952
5166.00   0.69116479   0.01513461
5168.00   0.71766269   0.01499869
5170.00   0.70079166   0.01485187
5172.00   0.68346637   0.01485501
5174.00   0.68160242   0.01492787
5176.00   0.69227070   0.01524424
5178.00   0.73262584   0.01547542
5180.00   0.65736818   0.01518537
5182.00   0.63849229   0.01480959
5184.00   0.65548199   0.01476968
5186.00   0.66732460   0.01498443
5188.00   0.65922523   0.01501475
5190.00   0.69129550   0.01515902
5192.00   0.66181755   0.01505445
5194.00   0.70152593   0.01514075
5196.00   0.69821668   0.01525296
5198.00   0.66371644   0.01523368
5200.00   0.65649348   0.01529217
5202.00   0.64253110   0.01519384
5204.00   0.65964013   0.01518016
5206.00   0.64531958   0.01494766
5208.00   0.65510011   0.01508252
5210.00   0.68694806   0.01526740
5212.00   0.64611983   0.01521612
5214.00   0.66616589   0.01518957
5216.00   0.65159148   0.01514797
5218.00   0.65086120   0.01508177
5220.00   0.66719472   0.01522883
5222.00   0.65311122   0.01503151
5224.00   0.61070800   0.01488255
5226.00   0.64417875   0.01474231
5228.00   0.66797459   0.01477672
5230.00   0.60887313   0.01462769
5232.00   0.62686259   0.01472861
5234.00   0.64778394   0.01467896
5236.00   0.63564074   0.01475918
5238.00   0.63397908   0.01484930
5240.00   0.63613403   0.01486038
5242.00   0.64600259   0.01482450
5244.00   0.64787132   0.01482917
5246.00   0.62039673   0.01469417
5248.00   0.60202587   0.01451874
5250.00   0.65922105   0.01458979
5252.00   0.62861270   0.01448424
5254.00   0.64106733   0.01452580
5256.00   0.64964372   0.01466603
5258.00   0.63979542   0.01465741
5260.00   0.65453196   0.01460992
5262.00   0.64483929   0.01442999
