# File created by shivutils (I.Shivvers)
# wl(A)   flm(10^-15 erg/s/cm2/AA)    er(optional)
3620.00   0.43606210   0.02851269
3622.00   0.38219380   0.02760389
3624.00   0.41391909   0.02832630
3626.00   0.36515835   0.02727429
3628.00   0.43134591   0.02877333
3630.00   0.37914634   0.02854577
3632.00   0.36303449   0.02817645
3634.00   0.39089873   0.02836227
3636.00   0.40631041   0.02789051
3638.00   0.40729931   0.02810604
3640.00   0.38643032   0.02822417
3642.00   0.45363909   0.02875751
3644.00   0.40824589   0.02777558
3646.00   0.40189308   0.03175917
3648.00   0.43739143   0.03536509
3650.00   0.40106067   0.03444717
3652.00   0.47552368   0.03247088
3654.00   0.40156305   0.03061317
3656.00   0.41004124   0.02831293
3658.00   0.45100042   0.02827018
3660.00   0.51840633   0.03038760
3662.00   0.45167306   0.02976964
3664.00   0.39806455   0.02761992
3666.00   0.46522886   0.02666091
3668.00   0.37468913   0.02566745
3670.00   0.44654664   0.02575829
3672.00   0.50201213   0.02599882
3674.00   0.43432611   0.02530582
3676.00   0.41037542   0.02473234
3678.00   0.42530897   0.02487863
3680.00   0.38588950   0.02472477
3682.00   0.44738165   0.02494860
3684.00   0.47024640   0.02484426
3686.00   0.43668351   0.02426271
3688.00   0.42505860   0.02485120
3690.00   0.46503252   0.02482269
3692.00   0.40330490   0.02395988
3694.00   0.42383003   0.02398234
3696.00   0.38050565   0.02356041
3698.00   0.41228408   0.02453137
3700.00   0.36176506   0.02449600
3702.00   0.42349303   0.02455388
3704.00   0.39509305   0.02399713
3706.00   0.40166938   0.02411517
3708.00   0.42903143   0.02400376
3710.00   0.46517488   0.02420823
3712.00   0.40768176   0.02361886
3714.00   0.37423137   0.02293645
3716.00   0.41060087   0.02305750
3718.00   0.39792520   0.02321154
3720.00   0.41295508   0.02277554
3722.00   0.37017182   0.02273101
3724.00   0.38796201   0.02290694
3726.00   0.40673834   0.02299702
3728.00   0.44464371   0.02333174
3730.00   0.39692512   0.02298057
3732.00   0.39121887   0.02278829
3734.00   0.38512257   0.02253665
3736.00   0.40779319   0.02310565
3738.00   0.36137298   0.02276234
3740.00   0.38014421   0.02276932
3742.00   0.38920781   0.02225484
3744.00   0.35792834   0.02170455
3746.00   0.43487790   0.02213779
3748.00   0.41235667   0.02215927
3750.00   0.40267122   0.02208090
3752.00   0.40201825   0.02184295
3754.00   0.37943026   0.02146872
3756.00   0.36769533   0.02142910
3758.00   0.41231644   0.02139900
3760.00   0.37670526   0.02112640
3762.00   0.36126488   0.02082001
3764.00   0.37522516   0.02116583
3766.00   0.39171425   0.02111024
3768.00   0.38563144   0.02099573
3770.00   0.41151449   0.02130389
3772.00   0.42570531   0.02146798
3774.00   0.40559652   0.02093171
3776.00   0.42212248   0.02090286
3778.00   0.42527747   0.02094378
3780.00   0.46110934   0.02140581
3782.00   0.45839339   0.02121854
3784.00   0.45508164   0.02104219
3786.00   0.42526418   0.02054279
3788.00   0.45125368   0.02114450
3790.00   0.44900998   0.02105791
3792.00   0.43618444   0.02099793
3794.00   0.46569389   0.02074128
3796.00   0.48380572   0.02106517
3798.00   0.44888201   0.02057014
3800.00   0.45865330   0.02081795
3802.00   0.43641800   0.02052456
3804.00   0.49948120   0.02101196
3806.00   0.43994996   0.02035190
3808.00   0.46970439   0.02066172
3810.00   0.46936780   0.02063887
3812.00   0.44694731   0.02051853
3814.00   0.46228632   0.02053640
3816.00   0.51006079   0.02065790
3818.00   0.46841130   0.02040020
3820.00   0.46210659   0.01987910
3822.00   0.48616540   0.02020481
3824.00   0.51274359   0.02036970
3826.00   0.48530987   0.02082281
3828.00   0.49545246   0.02111960
3830.00   0.55081522   0.02124943
3832.00   0.49366257   0.02050728
3834.00   0.49487707   0.02055077
3836.00   0.52415544   0.02155537
3838.00   0.53129601   0.02256980
3840.00   0.55021042   0.02332794
3842.00   0.56545556   0.02220480
3844.00   0.51527500   0.02049047
3846.00   0.47201699   0.01946644
3848.00   0.48124802   0.01954352
3850.00   0.52799213   0.01960800
3852.00   0.49924043   0.01966237
3854.00   0.53243756   0.01986887
3856.00   0.51292902   0.01958320
3858.00   0.45998490   0.01905758
3860.00   0.47052169   0.01880214
3862.00   0.45650509   0.01880916
3864.00   0.43859419   0.01851567
3866.00   0.45524052   0.01864222
3868.00   0.41148448   0.01839088
3870.00   0.45326480   0.01857849
3872.00   0.45130518   0.01893630
3874.00   0.43126127   0.01874909
3876.00   0.43072829   0.01833460
3878.00   0.36501116   0.01747554
3880.00   0.37318575   0.01745735
3882.00   0.36476737   0.01727452
3884.00   0.37223741   0.01727380
3886.00   0.34362739   0.01705606
3888.00   0.35834417   0.01734211
3890.00   0.35014087   0.01730524
3892.00   0.38486558   0.01760316
3894.00   0.34159842   0.01737955
3896.00   0.34042543   0.01749107
3898.00   0.33906037   0.01734932
3900.00   0.35077608   0.01723448
3902.00   0.32323533   0.01737273
3904.00   0.37194097   0.01824575
3906.00   0.31108466   0.01830212
3908.00   0.28697810   0.01843313
3910.00   0.28976837   0.01876490
3912.00   0.30749995   0.01844308
3914.00   0.31656644   0.01724598
3916.00   0.31029153   0.01658435
3918.00   0.30133742   0.01628701
3920.00   0.26341203   0.01572989
3922.00   0.27271816   0.01577774
3924.00   0.30341542   0.01602781
3926.00   0.29263070   0.01597315
3928.00   0.28866038   0.01580884
3930.00   0.27919984   0.01570386
3932.00   0.30365741   0.01578153
3934.00   0.33433422   0.01593862
3936.00   0.29887876   0.01559423
3938.00   0.33968812   0.01586184
3940.00   0.30431572   0.01592181
3942.00   0.30620140   0.01611452
3944.00   0.33128473   0.01602484
3946.00   0.29186741   0.01531523
3948.00   0.30885971   0.01513775
3950.00   0.34692016   0.01519892
3952.00   0.32089588   0.01484454
3954.00   0.30749658   0.01478445
3956.00   0.32550609   0.01511723
3958.00   0.37367451   0.01609354
3960.00   0.34806973   0.01626788
3962.00   0.37284756   0.01593664
3964.00   0.35972843   0.01531578
3966.00   0.34810078   0.01533376
3968.00   0.36028826   0.01566712
3970.00   0.39255863   0.01605412
3972.00   0.36679339   0.01594651
3974.00   0.43473071   0.01629089
3976.00   0.42556572   0.01635001
3978.00   0.40888953   0.01626024
3980.00   0.39848304   0.01623435
3982.00   0.43642056   0.01631826
3984.00   0.44728792   0.01645883
3986.00   0.45365092   0.01667615
3988.00   0.48337579   0.01660391
3990.00   0.45077077   0.01647002
3992.00   0.41397312   0.01614095
3994.00   0.44548869   0.01677721
3996.00   0.48832870   0.01707865
3998.00   0.46413788   0.01647422
4000.00   0.51211715   0.01649196
4002.00   0.50958663   0.01624312
4004.00   0.49471101   0.01642804
4006.00   0.49343514   0.01641564
4008.00   0.46351475   0.01648824
4010.00   0.49979371   0.01675954
4012.00   0.52101284   0.01677896
4014.00   0.53045094   0.01688052
4016.00   0.51605994   0.01736591
4018.00   0.53479689   0.01836314
4020.00   0.51797545   0.01860336
4022.00   0.58746266   0.01894678
4024.00   0.54474109   0.01828276
4026.00   0.56612176   0.01776620
4028.00   0.56724858   0.01803390
4030.00   0.58062023   0.01772952
4032.00   0.62419784   0.01780169
4034.00   0.57937092   0.01758339
4036.00   0.62395006   0.01789876
4038.00   0.59335256   0.01753519
4040.00   0.62386519   0.01788008
4042.00   0.59597129   0.01964118
4044.00   0.59209234   0.02454440
4046.00   0.63157362   0.02525875
4048.00   0.60727006   0.02045955
4050.00   0.62112808   0.01762632
4052.00   0.62278634   0.01770812
4054.00   0.63314945   0.01772012
4056.00   0.65447980   0.01781561
4058.00   0.65041524   0.01758501
4060.00   0.66423899   0.01777207
4062.00   0.66978574   0.01777737
4064.00   0.68204743   0.01782193
4066.00   0.66880852   0.01785129
4068.00   0.67035997   0.01767940
4070.00   0.68872225   0.01775703
4072.00   0.69890523   0.01753788
4074.00   0.64337277   0.01816304
4076.00   0.64465845   0.01864210
4078.00   0.70486259   0.01870476
4080.00   0.71157932   0.01817779
4082.00   0.70991164   0.01790602
4084.00   0.70918798   0.01756485
4086.00   0.68314219   0.01717603
4088.00   0.70960581   0.01684935
4090.00   0.72225732   0.01684793
4092.00   0.73407906   0.01692159
4094.00   0.73089272   0.01695097
4096.00   0.71736825   0.01711206
4098.00   0.71606714   0.01714749
4100.00   0.73779219   0.01731050
4102.00   0.75900614   0.01727685
4104.00   0.75498682   0.01728560
4106.00   0.75547069   0.01742484
4108.00   0.78853440   0.01782476
4110.00   0.76332122   0.01754531
4112.00   0.73941422   0.01719596
4114.00   0.72785205   0.01731650
4116.00   0.71109188   0.01721848
4118.00   0.75062346   0.01716934
4120.00   0.74327129   0.01723960
4122.00   0.72747523   0.01707588
4124.00   0.71879834   0.01701674
4126.00   0.71696037   0.01701560
4128.00   0.68489921   0.01696967
4130.00   0.70002109   0.01726261
4132.00   0.72679830   0.01723698
4134.00   0.70305777   0.01703863
4136.00   0.70382178   0.01688349
4138.00   0.67076546   0.01704173
4140.00   0.67375696   0.01680251
4142.00   0.69640642   0.01659751
4144.00   0.66778886   0.01638484
4146.00   0.66763365   0.01628821
4148.00   0.63009471   0.01628786
4150.00   0.64381552   0.01652576
4152.00   0.63971877   0.01649356
4154.00   0.66481686   0.01643020
4156.00   0.59088165   0.01596287
4158.00   0.58506513   0.01593068
4160.00   0.62611520   0.01621432
4162.00   0.57226467   0.01630682
4164.00   0.56650680   0.01636046
4166.00   0.55831498   0.01595311
4168.00   0.54690361   0.01538340
4170.00   0.56511831   0.01549685
4172.00   0.56404370   0.01532205
4174.00   0.54399610   0.01523065
4176.00   0.57811457   0.01543899
4178.00   0.54912436   0.01521222
4180.00   0.57693750   0.01523982
4182.00   0.57876343   0.01522367
4184.00   0.56675929   0.01506974
4186.00   0.56541544   0.01508451
4188.00   0.55751377   0.01488950
4190.00   0.53556997   0.01494351
4192.00   0.55159622   0.01493206
4194.00   0.53488219   0.01477574
4196.00   0.51752138   0.01445544
4198.00   0.51951754   0.01450433
4200.00   0.54248631   0.01461310
4202.00   0.52782243   0.01448218
4204.00   0.54052460   0.01476565
4206.00   0.52693301   0.01470275
4208.00   0.52616906   0.01461971
4210.00   0.53905612   0.01473183
4212.00   0.54388011   0.01467983
4214.00   0.53579342   0.01455684
4216.00   0.52270174   0.01440614
4218.00   0.53419006   0.01435845
4220.00   0.48412970   0.01391754
4222.00   0.48386884   0.01389641
4224.00   0.51962024   0.01406671
4226.00   0.52070856   0.01412726
4228.00   0.53272134   0.01407382
4230.00   0.49042189   0.01395396
4232.00   0.51993650   0.01420728
4234.00   0.49096021   0.01407676
4236.00   0.49979305   0.01432243
4238.00   0.49034798   0.01429157
4240.00   0.49467224   0.01424711
4242.00   0.50043702   0.01425934
4244.00   0.52056068   0.01508344
4246.00   0.53143030   0.01536508
4248.00   0.50649643   0.01462822
4250.00   0.50802308   0.01418984
4252.00   0.48383084   0.01400738
4254.00   0.48450905   0.01402473
4256.00   0.50687653   0.01412450
4258.00   0.49455574   0.01406894
4260.00   0.49899361   0.01404022
4262.00   0.52111930   0.01400845
4264.00   0.49199784   0.01398322
4266.00   0.47359416   0.01389726
4268.00   0.49648044   0.01383532
4270.00   0.47703651   0.01378192
4272.00   0.46783510   0.01382457
4274.00   0.47379139   0.01389840
4276.00   0.44862312   0.01378413
4278.00   0.46915612   0.01379248
4280.00   0.43849745   0.01344432
4282.00   0.44780043   0.01357131
4284.00   0.43993315   0.01343495
4286.00   0.43919042   0.01325740
4288.00   0.46128431   0.01335856
4290.00   0.43124768   0.01328858
4292.00   0.44105387   0.01338634
4294.00   0.39061296   0.01320537
4296.00   0.45205399   0.01333786
4298.00   0.42386758   0.01309841
4300.00   0.44127524   0.01309518
4302.00   0.42896834   0.01312159
4304.00   0.43067396   0.01322629
4306.00   0.44854525   0.01314463
4308.00   0.40882775   0.01304204
4310.00   0.42579693   0.01339228
4312.00   0.44114536   0.01396034
4314.00   0.43241951   0.01378404
4316.00   0.39636648   0.01345865
4318.00   0.43018827   0.01367317
4320.00   0.43819430   0.01380359
4322.00   0.43479133   0.01367051
4324.00   0.41432360   0.01346289
4326.00   0.38604459   0.01308973
4328.00   0.44488952   0.01316293
4330.00   0.45205268   0.01319488
4332.00   0.44984949   0.01326163
4334.00   0.42682040   0.01328904
4336.00   0.44234428   0.01330346
4338.00   0.48681065   0.01355955
4340.00   0.46140462   0.01347312
4342.00   0.44115222   0.01349522
4344.00   0.44248345   0.01362704
4346.00   0.46779025   0.01407030
4348.00   0.43519196   0.01384616
4350.00   0.45074832   0.01360729
4352.00   0.43899807   0.01362039
4354.00   0.46457618   0.01669282
4356.00   0.46881920   0.02222520
4358.00   0.45417973   0.02302241
4360.00   0.44042069   0.01837393
4362.00   0.42858094   0.01469541
4364.00   0.43891436   0.01387440
4366.00   0.43185356   0.01357740
4368.00   0.42646402   0.01358133
4370.00   0.41264904   0.01365156
4372.00   0.43388760   0.01390523
4374.00   0.42383760   0.01381115
4376.00   0.44206277   0.01366060
4378.00   0.43898478   0.01328238
4380.00   0.45158216   0.01334270
4382.00   0.49129799   0.01343590
4384.00   0.44450390   0.01323702
4386.00   0.45592633   0.01322330
4388.00   0.42170188   0.01315215
4390.00   0.44597065   0.01327780
4392.00   0.47884047   0.01334641
4394.00   0.44235840   0.01319665
4396.00   0.46057302   0.01330331
4398.00   0.45575604   0.01344205
4400.00   0.46644425   0.01354284
4402.00   0.45444342   0.01325733
4404.00   0.44697878   0.01324945
4406.00   0.44643998   0.01330705
4408.00   0.46298245   0.01340036
4410.00   0.44346640   0.01332149
4412.00   0.45646411   0.01347923
4414.00   0.46637791   0.01360610
4416.00   0.44949874   0.01339403
4418.00   0.47373182   0.01324463
4420.00   0.47975081   0.01324473
4422.00   0.43137440   0.01317116
4424.00   0.45904088   0.01320991
4426.00   0.47937882   0.01325342
4428.00   0.50554192   0.01325793
4430.00   0.43651596   0.01299264
4432.00   0.49505442   0.01311945
4434.00   0.49339667   0.01310755
4436.00   0.48194641   0.01312650
4438.00   0.48097685   0.01310072
4440.00   0.49001837   0.01305204
4442.00   0.46912783   0.01301499
4444.00   0.46438637   0.01309901
4446.00   0.46952739   0.01312847
4448.00   0.51111871   0.01320990
4450.00   0.45870882   0.01301727
4452.00   0.46233532   0.01303197
4454.00   0.48193201   0.01303081
4456.00   0.46832779   0.01289432
4458.00   0.46032837   0.01296052
4460.00   0.47637594   0.01297930
4462.00   0.44553402   0.01291809
4464.00   0.45413050   0.01288374
4466.00   0.49028048   0.01283602
4468.00   0.47804549   0.01282454
4470.00   0.47903731   0.01302917
4472.00   0.48793951   0.01305161
4474.00   0.48856953   0.01295858
4476.00   0.44428176   0.01261834
4478.00   0.42085466   0.01258126
4480.00   0.43982688   0.01275180
4482.00   0.43406087   0.01264503
4484.00   0.46612370   0.01277725
4486.00   0.46753484   0.01280039
4488.00   0.47812027   0.01290049
4490.00   0.47749233   0.01296194
4492.00   0.47702548   0.01296434
4494.00   0.45547515   0.01295086
4496.00   0.44302925   0.01292927
4498.00   0.44573221   0.01286617
4500.00   0.42640638   0.01267827
4502.00   0.43388137   0.01269818
4504.00   0.44051203   0.01266474
4506.00   0.44035399   0.01256955
4508.00   0.44447294   0.01256760
4510.00   0.43989328   0.01254253
4512.00   0.41129160   0.01246401
4514.00   0.42253369   0.01249412
4516.00   0.42342907   0.01237630
4518.00   0.42151144   0.01229254
4520.00   0.42903057   0.01234812
4522.00   0.41114619   0.01226577
4524.00   0.40211365   0.01216987
4526.00   0.42672405   0.01223780
4528.00   0.40152887   0.01215288
4530.00   0.40107465   0.01222409
4532.00   0.40928674   0.01216691
4534.00   0.41539285   0.01215336
4536.00   0.39864314   0.01205679
4538.00   0.39430714   0.01196178
4540.00   0.37973773   0.01188011
4542.00   0.38833192   0.01200707
4544.00   0.37615314   0.01197180
4546.00   0.37995633   0.01193932
4548.00   0.38371283   0.01183043
4550.00   0.37958807   0.01168593
4552.00   0.39682195   0.01177565
4554.00   0.37931538   0.01179421
4556.00   0.37531924   0.01177312
4558.00   0.39481771   0.01174757
4560.00   0.40758246   0.01178031
4562.00   0.35340071   0.01153449
4564.00   0.39251220   0.01157253
4566.00   0.39068282   0.01164575
4568.00   0.40672737   0.01162606
4570.00   0.39340308   0.01166191
4572.00   0.42333007   0.01179322
4574.00   0.40674675   0.01174832
4576.00   0.41272929   0.01167014
4578.00   0.39095017   0.01162565
4580.00   0.40577814   0.01157054
4582.00   0.41582316   0.01162124
4584.00   0.43632805   0.01167863
4586.00   0.41929045   0.01160566
