# File created by shivutils (I.Shivvers)
# wl(A)   flm(10^-15 erg/s/cm2/AA)    er(optional)
3622.00   0.08955403   0.01978808
3624.00   0.10766134   0.02013935
3626.00   0.11545084   0.01953514
3628.00   0.12030425   0.01984159
3630.00   0.11046446   0.02023398
3632.00   0.07026630   0.02005956
3634.00   0.11160574   0.02037635
3636.00   0.09294828   0.01969904
3638.00   0.07680968   0.01982119
3640.00   0.08948527   0.02005376
3642.00   0.09402161   0.02021674
3644.00   0.08883016   0.02006314
3646.00   0.07098494   0.01980248
3648.00   0.07014911   0.02051687
3650.00   0.07855523   0.02307692
3652.00   0.10011576   0.02366203
3654.00   0.14208600   0.02237392
3656.00   0.10128263   0.02131329
3658.00   0.09916145   0.02013987
3660.00   0.12707728   0.01987989
3662.00   0.09927878   0.02201304
3664.00   0.12006912   0.02026919
3666.00   0.09511678   0.01965620
3668.00   0.10784619   0.01840992
3670.00   0.11787614   0.01804893
3672.00   0.13431478   0.01779919
3674.00   0.06412442   0.01744555
3676.00   0.11495332   0.01721588
3678.00   0.08569346   0.01671392
3680.00   0.13496336   0.01684236
3682.00   0.08616171   0.01671784
3684.00   0.06934503   0.01614059
3686.00   0.09685313   0.01673841
3688.00   0.07751098   0.01612032
3690.00   0.09413669   0.01639307
3692.00   0.13007264   0.01690635
3694.00   0.09040412   0.01653164
3696.00   0.09255619   0.01624944
3698.00   0.10791314   0.01705380
3700.00   0.09355216   0.01715520
3702.00   0.06157873   0.01713456
3704.00   0.07972609   0.01690970
3706.00   0.09464483   0.01637939
3708.00   0.06532139   0.01635893
3710.00   0.09745362   0.01670142
3712.00   0.11167213   0.01639261
3714.00   0.08235556   0.01615987
3716.00   0.07763878   0.01617665
3718.00   0.09876983   0.01570386
3720.00   0.08938566   0.01575950
3722.00   0.07599074   0.01522514
3724.00   0.07494120   0.01521444
3726.00   0.14510708   0.01568988
3728.00   0.08477163   0.01547294
3730.00   0.10812812   0.01539948
3732.00   0.09385831   0.01574194
3734.00   0.05165217   0.01530858
3736.00   0.09265699   0.01517742
3738.00   0.09206263   0.01555926
3740.00   0.06442119   0.01612598
3742.00   0.07208026   0.01588790
3744.00   0.06900258   0.01522768
3746.00   0.09213312   0.01536090
3748.00   0.08840113   0.01471583
3750.00   0.10301114   0.01469592
3752.00   0.11622984   0.01474724
3754.00   0.12273516   0.01516781
3756.00   0.07353725   0.01495330
3758.00   0.08775773   0.01467134
3760.00   0.07592173   0.01421943
3762.00   0.11399012   0.01443824
3764.00   0.12228830   0.01419112
3766.00   0.04518697   0.01377064
3768.00   0.05214586   0.01355158
3770.00   0.07633036   0.01385358
3772.00   0.08407076   0.01399572
3774.00   0.08485494   0.01418991
3776.00   0.10503637   0.01445822
3778.00   0.10209988   0.01424527
3780.00   0.08203593   0.01422395
3782.00   0.07615400   0.01399062
3784.00   0.06853753   0.01413080
3786.00   0.07574117   0.01404933
3788.00   0.09815941   0.01388704
3790.00   0.08159941   0.01376058
3792.00   0.08625300   0.01363576
3794.00   0.11001013   0.01401420
3796.00   0.08544336   0.01356064
3798.00   0.09276263   0.01342762
3800.00   0.08618836   0.01301444
3802.00   0.08940195   0.01334238
