% File created by shivutils (I.Shivvers)
% wl(A)   flm    er(optional)
5192.00   2.57972622   0.03996928
5194.00   2.63501024   0.04045575
5196.00   2.60067868   0.04080252
5198.00   2.58624291   0.04095828
5200.00   2.57283425   0.04084321
5202.00   2.62544465   0.04076425
5204.00   2.64182997   0.04064799
5206.00   2.62430811   0.04027791
5208.00   2.63670039   0.04045396
5210.00   2.61997700   0.04053041
5212.00   2.62849832   0.04049537
5214.00   2.65108585   0.04061494
5216.00   2.59165239   0.04027889
5218.00   2.57791066   0.04035191
5220.00   2.63492513   0.04063852
5222.00   2.60839081   0.04021830
5224.00   2.61144757   0.04004201
5226.00   2.63972688   0.04014732
5228.00   2.59533072   0.03987455
5230.00   2.57169199   0.03979931
5232.00   2.63617706   0.04012445
5234.00   2.62015367   0.04006480
5236.00   2.62984633   0.04005606
5238.00   2.60101438   0.04003542
5240.00   2.58713531   0.03991265
5242.00   2.59066772   0.03986200
5244.00   2.62316632   0.04000294
5246.00   2.63847709   0.04005836
5248.00   2.60265970   0.03978091
5250.00   2.58982730   0.03972322
5252.00   2.64921093   0.03991551
5254.00   2.61414289   0.03977290
5256.00   2.61587310   0.04005910
5258.00   2.68081951   0.04047015
5260.00   2.67094135   0.04020817
5262.00   2.61931467   0.03970287
5264.00   2.60642648   0.03952137
5266.00   2.65101767   0.03976414
5268.00   2.64407063   0.03966776
5270.00   2.71011829   0.03997978
5272.00   2.71363854   0.04010088
5274.00   2.66290855   0.03982515
5276.00   2.65906549   0.03983961
5278.00   2.63812351   0.03981341
5280.00   2.66573286   0.03989193
5282.00   2.66488910   0.03988282
5284.00   2.62270761   0.03976648
5286.00   2.60954547   0.03982837
5288.00   2.61904287   0.03974096
5290.00   2.64794779   0.03989094
5292.00   2.61031675   0.03965650
5294.00   2.63244390   0.03979454
5296.00   2.66446209   0.03990893
5298.00   2.60656834   0.03950753
5300.00   2.61439824   0.03959271
5302.00   2.60094380   0.03950301
5304.00   2.59059930   0.03943477
5306.00   2.61156511   0.03947738
5308.00   2.62231183   0.03949613
5310.00   2.59600711   0.03954742
5312.00   2.63482952   0.03970660
5314.00   2.58770108   0.03935663
5316.00   2.56897402   0.03930566
5318.00   2.56467080   0.03927168
5320.00   2.55769944   0.03920171
5322.00   2.57242870   0.03913776
5324.00   2.54132652   0.03894818
5326.00   2.53544497   0.03888330
5328.00   2.55280709   0.03902240
5330.00   2.55166292   0.03896656
5332.00   2.54478836   0.03900978
5334.00   2.53467965   0.03891827
5336.00   2.52084804   0.03900707
5338.00   2.51764846   0.03893947
5340.00   2.53169703   0.03915807
5342.00   2.52633309   0.03914525
5344.00   2.50391555   0.03908442
5346.00   2.50069475   0.03911470
5348.00   2.51680326   0.03954590
5350.00   2.48770022   0.03939616
5352.00   2.54263330   0.03966068
5354.00   2.54123306   0.03985135
5356.00   2.49734306   0.03962447
5358.00   2.47720337   0.03926321
5360.00   2.50187564   0.03906207
5362.00   2.48196268   0.03882330
5364.00   2.50370955   0.03884863
5366.00   2.46265626   0.03848846
5368.00   2.47951031   0.03855140
5370.00   2.48541069   0.03864011
5372.00   2.45649719   0.03878931
5374.00   2.43389082   0.03897280
5376.00   2.43733954   0.03897176
5378.00   2.44219685   0.03897002
5380.00   2.44291902   0.03902885
5382.00   2.45049882   0.03911198
5384.00   2.44903469   0.03914593
5386.00   2.43451428   0.03925044
5388.00   2.44309449   0.03964264
5390.00   2.44448280   0.03991520
5392.00   2.42169166   0.04006483
5394.00   2.44371057   0.04015630
5396.00   2.46373868   0.04037631
5398.00   2.43535471   0.04038538
5400.00   2.42486048   0.04049776
5402.00   2.39755535   0.04047365
5404.00   2.38686037   0.04063445
5406.00   2.43015051   0.04099334
5408.00   2.42102027   0.04130661
5410.00   2.41706228   0.04152357
5412.00   2.38210392   0.04161051
5414.00   2.36815429   0.04198963
5416.00   2.34583974   0.04220349
5418.00   2.38578486   0.04253728
5420.00   2.35214424   0.04247920
5422.00   2.33370590   0.04254684
5424.00   2.31947637   0.04251533
5426.00   2.25894618   0.04233120
5428.00   2.27160311   0.04241620
5430.00   2.31645823   0.04282204
5432.00   2.27976418   0.04287812
5434.00   2.30396318   0.04319280
5436.00   2.30166650   0.04332941
5438.00   2.28858876   0.04357220
5440.00   2.29153013   0.04372533
5442.00   2.26783013   0.04383565
5444.00   2.24492955   0.04418958
5446.00   2.24143457   0.04426778
5448.00   2.22403932   0.04442536
5450.00   2.21974778   0.04442967
5452.00   2.17941499   0.04440385
5454.00   2.24678540   0.04502619
5456.00   2.28082108   0.04806901
5458.00   2.21665406   0.05403653
5460.00   2.18855691   0.05732904
5462.00   2.25195837   0.05576350
5464.00   2.25550747   0.05271514
5466.00   2.19035172   0.05039039
5468.00   2.21459246   0.04892017
5470.00   2.23819780   0.04799363
5472.00   2.20258355   0.04716022
5474.00   2.26559758   0.04730918
5476.00   2.24294400   0.04699105
5478.00   2.26083732   0.04741244
5480.00   2.23919368   0.04801537
5482.00   2.24340606   0.04863110
5484.00   2.19286513   0.04805645
5486.00   2.28931642   0.04839659
5488.00   2.23585629   0.04771093
5490.00   2.24334049   0.04757249
5492.00   2.21600699   0.04736698
5494.00   2.25058031   0.04751222
5496.00   2.23306084   0.04742689
5498.00   2.20401049   0.04722031
5500.00   2.18428755   0.04716364
5502.00   2.22836709   0.04742200
5504.00   2.26462340   0.04771839
5506.00   2.22060943   0.04757427
5508.00   2.21547675   0.04763013
5510.00   2.26734257   0.04806771
5512.00   2.20933604   0.04817452
5514.00   2.21283627   0.04861498
5516.00   2.23593020   0.04881800
5518.00   2.24414587   0.04911234
5520.00   2.22591352   0.04911717
5522.00   2.18219948   0.04882074
5524.00   2.23182726   0.04911348
5526.00   2.17104864   0.04887637
5528.00   2.22490931   0.04901626
5530.00   2.28275871   0.04910388
5532.00   2.25141573   0.04900769
5534.00   2.25226712   0.04905408
5536.00   2.24161172   0.04904444
5538.00   2.26638246   0.04941155
5540.00   2.26258564   0.04959057
5542.00   2.24949622   0.04949597
5544.00   2.26926684   0.04988489
5546.00   2.20794058   0.04955430
5548.00   2.30102968   0.04999450
5550.00   2.27961040   0.05012828
5552.00   2.19830155   0.04964164
5554.00   2.23380589   0.04990399
5556.00   2.22387147   0.04991877
5558.00   2.21749616   0.04972721
5560.00   2.20277977   0.04989957
5562.00   2.17400432   0.04969409
5564.00   2.15609694   0.04976615
5566.00   2.15886736   0.04963563
5568.00   2.24756718   0.05024093
5570.00   2.22618699   0.04213479
5572.00   2.18095970   0.04322357
5574.00   2.19724131   0.04613516
5576.00   2.19514060   0.04956576
5578.00   2.17097783   0.05185181
5580.00   2.16534328   0.05205925
5582.00   2.25387096   0.05129707
5584.00   2.17822719   0.04853432
5586.00   2.15179753   0.04453715
5588.00   2.19627666   0.04078254
5590.00   2.22373319   0.03882198
5592.00   2.17446160   0.03818772
5594.00   2.15062714   0.03799395
5596.00   2.16781020   0.03796018
5598.00   2.18189120   0.03777380
5600.00   2.14609003   0.03730268
5602.00   2.16567636   0.03714022
5604.00   2.19298220   0.03710847
5606.00   2.19376063   0.03695357
5608.00   2.15817213   0.03665867
5610.00   2.10543990   0.03639137
5612.00   2.09484172   0.03617697
5614.00   2.12313247   0.03607051
5616.00   2.13308835   0.03588234
5618.00   2.11799932   0.03563408
5620.00   2.11581016   0.03550694
5622.00   2.09101391   0.03518673
5624.00   2.10351753   0.03510494
5626.00   2.11081386   0.03505092
5628.00   2.10021377   0.03490947
5630.00   2.10282779   0.03476698
5632.00   2.10509586   0.03461691
5634.00   2.08790946   0.03440290
5636.00   2.07027888   0.03419293
5638.00   2.06475163   0.03402375
5640.00   2.06554985   0.03386768
5642.00   2.07210517   0.03381779
5644.00   2.06945586   0.03371439
5646.00   2.04260159   0.03349053
5648.00   2.00029206   0.03318040
5650.00   1.98119640   0.03291992
5652.00   1.97463322   0.03273899
5654.00   1.97474957   0.03264424
5656.00   1.96638012   0.03248774
5658.00   1.94637764   0.03223173
5660.00   1.93503189   0.03209931
5662.00   1.92576647   0.03214849
5664.00   1.93058586   0.03216089
5666.00   1.93272924   0.03224085
5668.00   1.91634762   0.03246601
5670.00   1.88548887   0.03264946
5672.00   1.89106524   0.03283815
5674.00   1.90244257   0.03292757
5676.00   1.91487777   0.03297133
5678.00   1.92677689   0.03308391
5680.00   1.91945553   0.03334630
5682.00   1.90833998   0.03376462
5684.00   1.91010094   0.03448430
5686.00   1.91341054   0.03531799
5688.00   1.90620053   0.03593470
5690.00   1.92060041   0.03604549
5692.00   1.90415239   0.03570110
5694.00   1.87681961   0.03489903
5696.00   1.87309039   0.03392772
5698.00   1.90984023   0.03314458
5700.00   1.91746712   0.03247108
5702.00   1.94440114   0.03197869
5704.00   1.95505011   0.03155472
5706.00   1.94756758   0.03119060
5708.00   1.94294035   0.03093642
5710.00   1.94547021   0.03068696
5712.00   1.95335329   0.03066097
5714.00   1.96022117   0.03062703
5716.00   1.95064270   0.03046087
5718.00   1.91810548   0.03020117
5720.00   1.94204330   0.03009798
5722.00   1.96843529   0.02997448
5724.00   1.95455933   0.02975675
5726.00   1.92163551   0.02948378
5728.00   1.93410683   0.02927886
5730.00   1.94111764   0.02913824
5732.00   1.94152844   0.02900243
5734.00   1.93287849   0.02887019
5736.00   1.92220211   0.02875172
5738.00   1.92313993   0.02864785
5740.00   1.92636108   0.02825991
5742.00   1.91070139   0.02894873
5744.00   1.91173875   0.02847519
5746.00   1.93626404   0.02841477
5748.00   1.94326651   0.02852347
5750.00   1.93509543   0.02812381
5752.00   1.94509315   0.02831755
5754.00   1.95590305   0.02831964
5756.00   1.95077407   0.02819095
5758.00   1.93418062   0.02818193
5760.00   1.93893337   0.02831357
5762.00   1.94698334   0.02844900
5764.00   1.94532335   0.02866640
5766.00   1.93191874   0.02907180
5768.00   1.92045927   0.02971075
5770.00   1.94242334   0.03013091
5772.00   1.96852839   0.03025814
5774.00   1.97406280   0.03006888
5776.00   1.95975018   0.02963338
5778.00   1.97493184   0.02913433
5780.00   1.98033464   0.02856745
5782.00   1.98177683   0.02833275
5784.00   1.98707449   0.02845979
5786.00   1.99650908   0.02879696
5788.00   1.98552322   0.02923588
5790.00   1.99378455   0.02980071
5792.00   2.00909400   0.03011372
5794.00   2.02017093   0.03010356
5796.00   2.02055812   0.02983985
5798.00   2.01655030   0.02928523
5800.00   2.01329637   0.02873279
5802.00   2.00640583   0.02835180
5804.00   2.00145745   0.02816856
5806.00   2.00748563   0.02810567
5808.00   2.02678704   0.02811436
5810.00   2.03100228   0.02808741
5812.00   2.02673745   0.02803303
5814.00   2.01806617   0.02795046
5816.00   2.00768542   0.02785014
5818.00   2.00638556   0.02783871
5820.00   2.00677967   0.02785913
5822.00   2.00860620   0.02789156
5824.00   2.01435089   0.02795102
5826.00   2.02291965   0.02804212
5828.00   1.99657977   0.02792043
5830.00   1.98844922   0.02785251
5832.00   2.00565505   0.02790621
5834.00   2.02697158   0.02800661
5836.00   2.01828837   0.02799957
5838.00   2.00523877   0.02797539
5840.00   1.99984038   0.02795079
5842.00   2.00725579   0.02797214
5844.00   2.01705980   0.02801381
5846.00   2.00765967   0.02798359
5848.00   1.99249411   0.02794014
5850.00   1.98970830   0.02798020
5852.00   1.98753011   0.02801081
5854.00   1.97929859   0.02799135
5856.00   1.97359264   0.02799872
5858.00   1.98103333   0.02802980
5860.00   1.97651613   0.02804831
5862.00   1.96967411   0.02808700
5864.00   1.97204459   0.02816920
5866.00   1.98362112   0.02827574
5868.00   1.95204544   0.02825297
5870.00   1.95128024   0.02831299
5872.00   1.95797265   0.02834144
5874.00   1.95003283   0.02823875
5876.00   1.96130466   0.02810943
5878.00   1.97451437   0.02803407
5880.00   1.97868252   0.02794384
5882.00   1.97476447   0.02802822
5884.00   1.96452034   0.02878906
5886.00   1.93956721   0.03101092
5888.00   1.91297817   0.03453979
5890.00   1.89464998   0.03743345
5892.00   1.89697742   0.03975279
5894.00   1.91493320   0.04167740
5896.00   1.89857972   0.04220660
5898.00   1.89732897   0.04027174
5900.00   1.87927663   0.03753962
5902.00   1.86792052   0.03478001
5904.00   1.89323032   0.03210346
5906.00   1.91728175   0.02916574
5908.00   1.94283998   0.02790100
5910.00   1.95966208   0.02766193
5912.00   1.97040462   0.02777725
5914.00   1.97884130   0.02782954
5916.00   1.95646155   0.02778082
5918.00   1.96026516   0.02780142
5920.00   1.97388601   0.02779702
5922.00   1.97518146   0.02773422
5924.00   1.95303643   0.02764942
5926.00   1.95112324   0.02764477
5928.00   1.93575776   0.02765590
5930.00   1.92457390   0.02769470
5932.00   1.92761040   0.02775267
5934.00   1.94304371   0.02780569
5936.00   1.96768534   0.02785828
5938.00   1.95459652   0.02788341
5940.00   1.95444477   0.02782798
5942.00   1.97616088   0.02770323
5944.00   1.97983301   0.02756792
5946.00   1.96601498   0.02735045
5948.00   1.97030449   0.02717887
5950.00   1.97672188   0.02710478
5952.00   1.97638083   0.02711400
5954.00   1.97875249   0.02713433
5956.00   1.99361455   0.02717858
5958.00   1.99630010   0.02716424
5960.00   1.99302328   0.02706586
5962.00   1.99810755   0.02695756
5964.00   2.02369094   0.02700344
5966.00   2.00865245   0.02716950
5968.00   1.99199736   0.02710561
5970.00   1.98815882   0.02687425
5972.00   1.99170208   0.02665600
5974.00   1.97681081   0.02661834
5976.00   1.98971272   0.02665784
5978.00   1.99559247   0.02660265
5980.00   2.00325489   0.02661809
5982.00   2.03433418   0.02723269
5984.00   1.97673774   0.02931709
5986.00   2.05231047   0.02988270
5988.00   1.99261296   0.02851318
5990.00   1.98412895   0.02834444
5992.00   2.01357484   0.02637234
5994.00   2.01117206   0.02621900
5996.00   2.00981832   0.02618283
5998.00   1.96752894   0.02720507
%6000.00   1.91666305   0.02632022
%6002.00   1.91026974   0.02662867
6004.00   1.97420216   0.02835504
6006.00   1.97093928   0.02747329
6008.00   1.95750082   0.02618010
6010.00   1.95291424   0.02556269
6012.00   1.95346355   0.02568291
6014.00   1.95147383   0.02557589
6016.00   1.93478549   0.02544616
6018.00   1.92760992   0.02539219
6020.00   1.93196905   0.02538536
6022.00   1.93748724   0.02534859
6024.00   1.95021737   0.02536554
6026.00   1.93351746   0.02527858
6028.00   1.91934931   0.02519668
6030.00   1.92414343   0.02519198
6032.00   1.93903792   0.02524327
6034.00   1.90657997   0.02509011
6036.00   1.88780022   0.02494910
6038.00   1.89608777   0.02493726
6040.00   1.91482198   0.02499121
6042.00   1.91213620   0.02493603
6044.00   1.89843476   0.02482318
6046.00   1.88427067   0.02474146
6048.00   1.88300228   0.02471858
6050.00   1.89115965   0.02472711
6052.00   1.89005649   0.02470277
6054.00   1.87176311   0.02462801
6056.00   1.87804043   0.02465233
6058.00   1.88676870   0.02467730
6060.00   1.88378441   0.02462791
6062.00   1.87778234   0.02451969
6064.00   1.86968839   0.02446144
6066.00   1.85426712   0.02440206
6068.00   1.85065806   0.02434264
6070.00   1.86263800   0.02429729
6072.00   1.86688519   0.02428021
6074.00   1.84078610   0.02419264
6076.00   1.82685089   0.02414434
6078.00   1.84065676   0.02417898
6080.00   1.86566830   0.02424349
6082.00   1.85044754   0.02417322
6084.00   1.84193516   0.02415536
6086.00   1.84780085   0.02416412
6088.00   1.85121882   0.02415215
6090.00   1.84048808   0.02410359
6092.00   1.83047247   0.02407473
6094.00   1.83635747   0.02414193
6096.00   1.83364999   0.02417601
6098.00   1.82628286   0.02419624
6100.00   1.82524145   0.02425670
6102.00   1.83305311   0.02435902
6104.00   1.82515872   0.02441948
6106.00   1.80878389   0.02451824
6108.00   1.80203831   0.02472101
6110.00   1.81261003   0.02503288
6112.00   1.80680990   0.02534650
6114.00   1.79261839   0.02549236
6116.00   1.78489602   0.02551130
6118.00   1.78183615   0.02538331
6120.00   1.77803409   0.02510646
6122.00   1.79135334   0.02484231
6124.00   1.79282105   0.02454879
6126.00   1.78036594   0.02426225
6128.00   1.76907790   0.02405327
6130.00   1.77428949   0.02396895
6132.00   1.77049112   0.02390097
6134.00   1.76179898   0.02384774
6136.00   1.75420523   0.02377601
6138.00   1.74545515   0.02369240
6140.00   1.73038995   0.02363992
6142.00   1.72293651   0.02368943
6144.00   1.71639979   0.02373416
6146.00   1.71873283   0.02373685
6148.00   1.72501314   0.02370656
6150.00   1.72198963   0.02369307
6152.00   1.72115314   0.02378717
6154.00   1.73621237   0.02388796
6156.00   1.74208212   0.02396064
6158.00   1.73148525   0.02402480
6160.00   1.72080886   0.02412453
6162.00   1.71698844   0.02407428
6164.00   1.70664823   0.02389991
6166.00   1.70838201   0.02371272
6168.00   1.72591686   0.02355800
6170.00   1.73933411   0.02337624
6172.00   1.73612702   0.02317538
6174.00   1.74437630   0.02309650
6176.00   1.73064566   0.02297773
6178.00   1.69439113   0.02277806
6180.00   1.69501269   0.02271725
6182.00   1.72253323   0.02280973
6184.00   1.70897257   0.02275371
6186.00   1.70088673   0.02269524
6188.00   1.72244966   0.02273867
6190.00   1.70909250   0.02271104
6192.00   1.69655764   0.02267454
6194.00   1.69769192   0.02266862
6196.00   1.69837129   0.02264278
6198.00   1.69048834   0.02258859
6200.00   1.69792306   0.02264503
6202.00   1.69354904   0.02260365
6204.00   1.68135202   0.02254556
6206.00   1.67047465   0.02252123
6208.00   1.66796148   0.02254748
6210.00   1.66956270   0.02258360
6212.00   1.67942524   0.02265879
6214.00   1.66836357   0.02259778
6216.00   1.64486563   0.02243147
6218.00   1.63665104   0.02230637
6220.00   1.67769969   0.02241933
6222.00   1.66221082   0.02229570
6224.00   1.64809191   0.02220241
6226.00   1.64663279   0.02219735
6228.00   1.64338911   0.02220505
6230.00   1.63150346   0.02212371
6232.00   1.63662517   0.02219739
6234.00   1.64901447   0.02236192
6236.00   1.64802170   0.02251349
6238.00   1.62152636   0.02257596
6240.00   1.61383998   0.02262879
6242.00   1.62336636   0.02263683
6244.00   1.62890577   0.02252925
6246.00   1.62189829   0.02232674
6248.00   1.60880363   0.02212265
6250.00   1.60979843   0.02196869
6252.00   1.61341095   0.02192158
6254.00   1.61760223   0.02200926
6256.00   1.61986530   0.02217311
6258.00   1.61683130   0.02229576
6260.00   1.60283995   0.02232853
6262.00   1.58415401   0.02228288
6264.00   1.57499313   0.02220602
6266.00   1.57910097   0.02209773
6268.00   1.58724499   0.02191679
6270.00   1.58893716   0.02180575
6272.00   1.57925069   0.02166744
6274.00   1.56428146   0.02151921
6276.00   1.54819119   0.02137786
6278.00   1.53022683   0.02124313
6280.00   1.52446568   0.02130894
6282.00   1.52488565   0.02151467
6284.00   1.51244509   0.02161914
6286.00   1.48930073   0.02153092
6288.00   1.48975027   0.02143011
6290.00   1.52552760   0.02149568
6292.00   1.53319108   0.02149731
6294.00   1.53333235   0.02183449
6296.00   1.53986037   0.02300814
6298.00   1.51442325   0.02529561
6300.00   1.49989688   0.02666934
6302.00   1.49757636   0.02725439
6304.00   1.50032461   0.02726193
6306.00   1.49735177   0.02667778
6308.00   1.47767413   0.02476872
6310.00   1.48794889   0.02285453
6312.00   1.49770463   0.02172793
6314.00   1.50231993   0.02130686
6316.00   1.50702727   0.02109528
6318.00   1.51763141   0.02101096
6320.00   1.50752449   0.02093364
6322.00   1.49068630   0.02086587
6324.00   1.48332310   0.02084624
6326.00   1.49527323   0.02091697
6328.00   1.51988828   0.02109911
6330.00   1.51116097   0.02106488
6332.00   1.48937452   0.02094538
6334.00   1.48059618   0.02086354
6336.00   1.49598539   0.02086080
6338.00   1.48924983   0.02072978
6340.00   1.47098553   0.02059901
6342.00   1.47337973   0.02056347
6344.00   1.49017107   0.02060386
6346.00   1.49321365   0.02062703
6348.00   1.47894061   0.02056748
6350.00   1.48254049   0.02061531
6352.00   1.48999608   0.02062447
6354.00   1.49176276   0.02058818
6356.00   1.48698294   0.02062671
6358.00   1.48174632   0.02080573
6360.00   1.48680925   0.02137609
6362.00   1.49224532   0.02208143
6364.00   1.48456955   0.02254917
6366.00   1.45897770   0.02249852
6368.00   1.47715843   0.02246056
6370.00   1.49981153   0.02206356
6372.00   1.49739277   0.02128652
6374.00   1.47708952   0.02050634
6376.00   1.47811854   0.02038100
6378.00   1.47122991   0.02037629
6380.00   1.47689593   0.02040657
6382.00   1.47924769   0.02042988
6384.00   1.47597075   0.02044971
6386.00   1.48712385   0.02049671
6388.00   1.47934198   0.02043233
6390.00   1.48452079   0.02035338
6392.00   1.49957860   0.02033299
6394.00   1.50913680   0.02035419
6396.00   1.49476564   0.02028598
6398.00   1.47373068   0.02023694
6400.00   1.47629499   0.02027231
6402.00   1.48589802   0.02031613
6404.00   1.48929393   0.02036990
6406.00   1.50130117   0.02060113
6408.00   1.49696124   0.02191527
6410.00   1.50468707   0.02261166
%6412.00   1.55548227   0.02204854
6414.00   1.47917140   0.02040620
6416.00   1.48260498   0.02012540
6418.00   1.48630702   0.02015363
6420.00   1.48822033   0.02013600
6422.00   1.48735094   0.02004859
6424.00   1.48777044   0.02001169
6426.00   1.49956357   0.02003325
6428.00   1.49226487   0.01998050
6430.00   1.48707592   0.01996046
6432.00   1.48143148   0.01993358
6434.00   1.47121060   0.01985891
6436.00   1.48523200   0.01992144
6438.00   1.48753548   0.01994709
6440.00   1.49051189   0.01993951
6442.00   1.49264944   0.01991972
6444.00   1.48748505   0.01990481
6446.00   1.48147535   0.01985276
6448.00   1.47612655   0.01980681
6450.00   1.47495747   0.01978857
6452.00   1.47306311   0.01978580
6454.00   1.46463883   0.01977157
6456.00   1.46626127   0.01975542
6458.00   1.47150671   0.01977938
6460.00   1.47390020   0.01982015
6462.00   1.46912766   0.01984226
6464.00   1.45826149   0.01982730
6466.00   1.46002066   0.01987487
6468.00   1.46069908   0.01991530
6470.00   1.46055698   0.01991638
6472.00   1.45537984   0.01984329
6474.00   1.43801820   0.01967688
6476.00   1.41370332   0.01950695
6478.00   1.41663969   0.01943415
6480.00   1.42850220   0.01941047
6482.00   1.43381059   0.01939393
6484.00   1.43158484   0.01937980
6486.00   1.42329061   0.01930328
6488.00   1.42901647   0.01931931
6490.00   1.43331099   0.01935565
6492.00   1.42834222   0.01936597
6494.00   1.42517745   0.01939930
6496.00   1.41953981   0.01951692
6498.00   1.42392242   0.01965595
6500.00   1.43213570   0.01976328
6502.00   1.43345129   0.01980626
6504.00   1.41924584   0.01978325
6506.00   1.42316663   0.01971417
6508.00   1.42942774   0.01962620
6510.00   1.43667948   0.01955074
6512.00   1.43824947   0.01946564
6514.00   1.41199684   0.01925300
6516.00   1.40231609   0.01912424
6518.00   1.38957727   0.01903199
6520.00   1.37852705   0.01898714
6522.00   1.38001251   0.01900966
6524.00   1.40311015   0.01911361
6526.00   1.39876223   0.01912229
6528.00   1.38205993   0.01912295
6530.00   1.36367905   0.01913902
6532.00   1.35434055   0.01917708
6534.00   1.36846733   0.01927560
6536.00   1.37508202   0.01929252
6538.00   1.36996901   0.01922273
6540.00   1.36097908   0.01910610
6542.00   1.35609758   0.01899167
6544.00   1.34123838   0.01887035
6546.00   1.33227062   0.01879229
6548.00   1.33433187   0.01879205
6550.00   1.33533764   0.01883342
6552.00   1.32335961   0.01885820
6554.00   1.32604313   0.01888754
6556.00   1.33186352   0.01890651
6558.00   1.33243310   0.01893924
6560.00   1.33351994   0.01899080
6562.00   1.34363210   0.01903173
6564.00   1.33453500   0.01893139
6566.00   1.32988048   0.01887920
6568.00   1.32701576   0.01882835
6570.00   1.32514608   0.01875341
6572.00   1.32705700   0.01868204
6574.00   1.34113038   0.01877176
6576.00   1.34134948   0.01878573
6578.00   1.33251643   0.01876683
6580.00   1.32876241   0.01878268
6582.00   1.34248638   0.01885933
6584.00   1.33594668   0.01876895
6586.00   1.32666719   0.01864238
6588.00   1.32953250   0.01859227
6590.00   1.34256709   0.01862798
6592.00   1.34707439   0.01864913
6594.00   1.34892786   0.01865013
6596.00   1.36547363   0.01876367
6598.00   1.37481654   0.01888867
6600.00   1.36633003   0.01920513
6602.00   1.35615301   0.02011166
6604.00   1.38389146   0.01970955
6606.00   1.39348352   0.02085995
6608.00   1.39298403   0.01893090
6610.00   1.39826870   0.01888721
6612.00   1.41086817   0.02078614
6614.00   1.39279020   0.02014464
6616.00   1.37470734   0.01982224
6618.00   1.36746836   0.01936799
6620.00   1.37019968   0.01880967
6622.00   1.37198400   0.01865305
6624.00   1.37571251   0.01861357
6626.00   1.38009965   0.01862662
6628.00   1.38677967   0.01865449
6630.00   1.39278793   0.01867429
6632.00   1.38224840   0.01864594
6634.00   1.37722015   0.01860608
6636.00   1.38761747   0.01862474
6638.00   1.40130377   0.01866498
6640.00   1.40505445   0.01867276
6642.00   1.41257107   0.01869001
6644.00   1.40296555   0.01864244
6646.00   1.38981736   0.01856299
6648.00   1.38094604   0.01850357
6650.00   1.38052952   0.01850534
6652.00   1.39390624   0.01855288
6654.00   1.40312421   0.01858585
6656.00   1.40515935   0.01859322
6658.00   1.40352964   0.01859034
6660.00   1.40477407   0.01860216
6662.00   1.41254652   0.01863499
6664.00   1.40475452   0.01858675
6666.00   1.40261853   0.01856209
6668.00   1.41255236   0.01859283
6670.00   1.42456043   0.01863237
6672.00   1.41262138   0.01856993
6674.00   1.41100633   0.01856511
6676.00   1.41124058   0.01846948
6678.00   1.41044331   0.01857110
6680.00   1.41295874   0.01931708
6682.00   1.41889942   0.02026123
6684.00   1.42306626   0.01978955
6686.00   1.42632616   0.01912249
6688.00   1.42733717   0.01888217
6690.00   1.42370212   0.01855639
6692.00   1.42992461   0.01857188
6694.00   1.42911232   0.01853550
6696.00   1.42881644   0.01851228
6698.00   1.42906702   0.01853405
6700.00   1.41878402   0.01851824
6702.00   1.41305876   0.01851130
6704.00   1.40705144   0.01855410
6706.00   1.39989722   0.01860417
6708.00   1.39670932   0.01863867
6710.00   1.40763795   0.01868510
6712.00   1.40064955   0.01869820
6714.00   1.40842879   0.01870046
6716.00   1.40677273   0.01858662
6718.00   1.38583136   0.01837656
6720.00   1.37998736   0.01832621
6722.00   1.39844167   0.01838926
6724.00   1.41495168   0.01844095
6726.00   1.41666567   0.01842228
6728.00   1.40672791   0.01835463
6730.00   1.40822840   0.01836061
6732.00   1.40998447   0.01836749
6734.00   1.40984392   0.01836368
6736.00   1.39843941   0.01832707
6738.00   1.38017178   0.01827017
6740.00   1.39613712   0.01828270
6742.00   1.39708853   0.01830662
6744.00   1.39791739   0.01834533
6746.00   1.38946760   0.01836239
6748.00   1.36863601   0.01834642
6750.00   1.37496102   0.01839720
6752.00   1.38198149   0.01842645
6754.00   1.38551760   0.01838338
6756.00   1.38478339   0.01827843
6758.00   1.38123930   0.01820762
6760.00   1.37949896   0.01841078
6762.00   1.32580471   0.01885567
6764.00   1.26157248   0.01938926
6766.00   1.23838365   0.01983383
6768.00   1.28735614   0.02003952
6770.00   1.36454809   0.01994741
6772.00   1.37916434   0.01910437
6774.00   1.37384713   0.01834009
6776.00   1.37310016   0.01803864
6778.00   1.37801182   0.01803124
6780.00   1.38511217   0.01809613
6782.00   1.37800694   0.01821735
6784.00   1.34493351   0.01834107
6786.00   1.30798662   0.01844955
6788.00   1.30917203   0.01855605
6790.00   1.34737492   0.01867152
6792.00   1.35442007   0.01849236
6794.00   1.35322094   0.01818483
6796.00   1.35749149   0.01810340
6798.00   1.35913646   0.01860743
6800.00   1.36173117   0.01978124
6802.00   1.36310160   0.01905339
6804.00   1.37274110   0.01799382
6806.00   1.38255751   0.01785772
6808.00   1.36742342   0.01790392
6810.00   1.37713611   0.01790378
6812.00   1.36982679   0.01787844
6814.00   1.36938870   0.01791079
6816.00   1.37984693   0.01797701
6818.00   1.36222374   0.01789965
6820.00   1.35472262   0.01788515
6822.00   1.35337746   0.01789989
6824.00   1.35111344   0.01795286
6826.00   1.34583759   0.01805742
6828.00   1.34587955   0.01821917
6830.00   1.34987068   0.01843093
6832.00   1.36034000   0.01864417
